日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2
30/6/2017,1,中西区,N.A.,3,12,13,29,6,6
30/6/2017,2,中西区,N.A.,6,8,9,27,8,7
30/6/2017,3,中西区,N.A.,7,8,8,29,9,6
30/6/2017,4,中西区,N.A.,7,22,25,11,9,13
30/6/2017,5,中西区,N.A.,7,11,12,22,10,6
30/6/2017,6,中西区,N.A.,8,23,34,14,11,10
30/6/2017,7,中西区,N.A.,7,27,42,13,10,7
30/6/2017,8,中西区,N.A.,6,34,107,9,10,11
30/6/2017,9,中西区,N.A.,13,43,187,5,20,30
30/6/2017,10,中西区,N.A.,11,27,67,18,17,10
30/6/2017,11,中西区,N.A.,8,21,40,29,13,7
30/6/2017,12,中西区,N.A.,8,23,38,34,14,9
30/6/2017,13,中西区,N.A.,8,26,43,35,13,11
30/6/2017,14,中西区,N.A.,8,19,28,47,13,8
30/6/2017,15,中西区,N.A.,6,18,30,43,11,9
30/6/2017,16,中西区,N.A.,9,16,26,37,13,7
30/6/2017,17,中西区,N.A.,7,12,19,38,11,4
30/6/2017,18,中西区,N.A.,6,14,22,34,10,5
30/6/2017,19,中西区,N.A.,8,22,29,28,11,11
30/6/2017,20,中西区,N.A.,8,33,40,15,12,19
30/6/2017,21,中西区,N.A.,9,31,39,11,13,15
30/6/2017,22,中西区,N.A.,10,24,28,25,14,10
30/6/2017,23,中西区,N.A.,8,30,35,16,12,16
30/6/2017,24,中西区,N.A.,8,25,27,20,11,12
1/7/2017,1,中西区,N.A.,5,16,18,24,9,6
1/7/2017,2,中西区,N.A.,6,13,14,25,9,7
1/7/2017,3,中西区,N.A.,4,12,13,27,7,8
1/7/2017,4,中西区,N.A.,4,6,6,34,7,4
1/7/2017,5,中西区,N.A.,6,9,9,28,9,7
1/7/2017,6,中西区,N.A.,4,15,17,17,7,9
1/7/2017,7,中西区,N.A.,2,7,12,20,5,6
1/7/2017,8,中西区,N.A.,3,18,66,16,6,10
1/7/2017,9,中西区,N.A.,7,14,28,21,10,7
1/7/2017,10,中西区,N.A.,7,17,28,27,10,10
1/7/2017,11,中西区,N.A.,6,17,27,30,9,7
1/7/2017,12,中西区,N.A.,7,14,23,31,10,6
1/7/2017,13,中西区,N.A.,6,12,19,33,9,8
1/7/2017,14,中西区,N.A.,4,10,15,37,8,5
1/7/2017,15,中西区,N.A.,6,7,11,34,10,4
1/7/2017,16,中西区,N.A.,6,7,11,36,11,4
1/7/2017,17,中西区,N.A.,4,8,12,32,9,4
1/7/2017,18,中西区,N.A.,4,10,13,33,9,4
1/7/2017,19,中西区,N.A.,5,16,19,22,10,4
1/7/2017,20,中西区,N.A.,5,17,20,24,12,4
1/7/2017,21,中西区,N.A.,10,16,19,25,19,3
1/7/2017,22,中西区,N.A.,8,27,42,14,16,4
1/7/2017,23,中西区,N.A.,7,32,44,15,17,5
1/7/2017,24,中西区,N.A.,7,21,24,23,17,4
2/7/2017,1,中西区,N.A.,7,28,35,19,14,6
2/7/2017,2,中西区,N.A.,8,12,13,33,14,3
2/7/2017,3,中西区,N.A.,7,22,25,22,15,4
2/7/2017,4,中西区,N.A.,6,13,14,30,15,5
2/7/2017,5,中西区,N.A.,6,7,7,35,15,5
2/7/2017,6,中西区,N.A.,6,7,8,34,15,4
2/7/2017,7,中西区,N.A.,9,12,13,29,19,5
2/7/2017,8,中西区,N.A.,9,10,12,34,17,5
2/7/2017,9,中西区,N.A.,6,18,25,30,14,5
2/7/2017,10,中西区,N.A.,3,17,23,34,13,4
2/7/2017,11,中西区,N.A.,5,18,25,36,14,6
2/7/2017,12,中西区,N.A.,10,18,24,33,19,5
2/7/2017,13,中西区,N.A.,8,23,28,31,17,4
2/7/2017,14,中西区,N.A.,5,13,17,37,16,4
2/7/2017,15,中西区,N.A.,8,23,31,29,17,5
2/7/2017,16,中西区,N.A.,9,13,17,36,18,5
2/7/2017,17,中西区,N.A.,9,17,21,37,19,5
2/7/2017,18,中西区,N.A.,8,15,17,38,18,5
2/7/2017,19,中西区,N.A.,7,18,20,33,17,6
2/7/2017,20,中西区,N.A.,7,14,16,32,17,5
2/7/2017,21,中西区,N.A.,8,13,14,36,19,5
2/7/2017,22,中西区,N.A.,10,13,14,34,21,5
2/7/2017,23,中西区,N.A.,7,16,17,33,15,4
2/7/2017,24,中西区,N.A.,5,21,23,29,14,6
3/7/2017,1,中西区,N.A.,5,18,19,34,15,6
3/7/2017,2,中西区,N.A.,7,11,12,39,18,5
3/7/2017,3,中西区,N.A.,9,7,7,44,19,5
3/7/2017,4,中西区,N.A.,8,7,7,45,17,5
3/7/2017,5,中西区,N.A.,5,7,7,45,14,4
3/7/2017,6,中西区,N.A.,8,11,12,40,17,6
3/7/2017,7,中西区,N.A.,7,16,17,36,17,6
3/7/2017,8,中西区,N.A.,6,26,32,30,15,5
3/7/2017,9,中西区,N.A.,10,25,33,36,20,5
3/7/2017,10,中西区,N.A.,10,30,41,34,21,6
3/7/2017,11,中西区,N.A.,10,24,32,35,22,6
3/7/2017,12,中西区,N.A.,11,27,37,28,22,4
3/7/2017,13,中西区,N.A.,13,N.A.,N.A.,N.A.,25,N.A.
3/7/2017,14,中西区,N.A.,9,46,90,13,19,8
3/7/2017,15,中西区,N.A.,9,52,114,12,17,7
3/7/2017,16,中西区,N.A.,10,32,51,29,21,5
3/7/2017,17,中西区,N.A.,7,18,23,45,19,3
3/7/2017,18,中西区,N.A.,6,16,20,39,15,4
3/7/2017,19,中西区,N.A.,8,30,46,23,11,5
3/7/2017,20,中西区,N.A.,8,55,118,7,13,8
3/7/2017,21,中西区,N.A.,6,64,157,3,14,12
3/7/2017,22,中西区,N.A.,8,54,72,5,17,7
3/7/2017,23,中西区,N.A.,9,48,62,8,17,8
3/7/2017,24,中西区,N.A.,9,29,33,22,17,6
4/7/2017,1,中西区,N.A.,7,18,20,30,14,4
4/7/2017,2,中西区,N.A.,6,23,25,25,12,4
4/7/2017,3,中西区,N.A.,8,28,31,19,15,4
4/7/2017,4,中西区,N.A.,5,7,8,42,10,4
4/7/2017,5,中西区,N.A.,5,8,8,39,9,3
4/7/2017,6,中西区,N.A.,3,26,27,20,9,4
4/7/2017,7,中西区,N.A.,6,45,63,7,14,7
4/7/2017,8,中西区,N.A.,9,53,117,5,18,10
4/7/2017,9,中西区,N.A.,7,54,128,6,14,12
4/7/2017,10,中西区,N.A.,10,56,144,9,17,6
4/7/2017,11,中西区,N.A.,7,46,105,17,16,6
4/7/2017,12,中西区,N.A.,9,43,81,25,18,5
4/7/2017,13,中西区,N.A.,11,44,75,24,20,5
4/7/2017,14,中西区,N.A.,8,45,73,20,14,5
4/7/2017,15,中西区,N.A.,6,27,35,25,14,4
4/7/2017,16,中西区,N.A.,5,47,78,11,10,4
4/7/2017,17,中西区,N.A.,5,55,103,5,11,4
4/7/2017,18,中西区,N.A.,7,52,109,5,15,4
4/7/2017,19,中西区,N.A.,6,49,100,4,13,4
4/7/2017,20,中西区,N.A.,8,50,89,2,13,7
4/7/2017,21,中西区,N.A.,9,48,76,3,15,10
4/7/2017,22,中西区,N.A.,7,46,66,3,13,5
4/7/2017,23,中西区,N.A.,6,44,59,3,11,6
4/7/2017,24,中西区,N.A.,6,38,46,8,10,5
5/7/2017,1,中西区,N.A.,5,37,43,7,10,5
5/7/2017,2,中西区,N.A.,4,33,40,8,9,6
5/7/2017,3,中西区,N.A.,7,28,30,13,12,7
5/7/2017,4,中西区,N.A.,6,22,22,19,11,5
5/7/2017,5,中西区,N.A.,3,29,30,13,9,5
5/7/2017,6,中西区,N.A.,3,26,29,14,8,5
5/7/2017,7,中西区,N.A.,5,28,38,11,11,5
5/7/2017,8,中西区,N.A.,6,32,62,9,12,8
5/7/2017,9,中西区,N.A.,7,35,79,10,13,7
5/7/2017,10,中西区,N.A.,7,37,72,13,13,6
5/7/2017,11,中西区,N.A.,11,33,57,23,18,6
5/7/2017,12,中西区,N.A.,11,37,59,19,19,5
5/7/2017,13,中西区,N.A.,8,38,60,21,15,5
5/7/2017,14,中西区,N.A.,10,31,47,34,17,5
5/7/2017,15,中西区,N.A.,9,28,41,35,16,5
5/7/2017,16,中西区,N.A.,7,36,55,21,14,5
5/7/2017,17,中西区,N.A.,9,29,38,26,17,5
5/7/2017,18,中西区,N.A.,3,37,58,14,9,4
5/7/2017,19,中西区,N.A.,6,23,28,24,11,3
5/7/2017,20,中西区,N.A.,5,27,33,20,10,3
5/7/2017,21,中西区,N.A.,6,23,27,25,11,4
5/7/2017,22,中西区,N.A.,5,29,38,20,11,4
5/7/2017,23,中西区,N.A.,4,26,31,20,9,4
5/7/2017,24,中西区,N.A.,3,23,26,21,10,4
6/7/2017,1,中西区,N.A.,3,25,29,22,9,3
6/7/2017,2,中西区,N.A.,3,16,18,28,9,4
6/7/2017,3,中西区,N.A.,3,8,8,35,10,4
6/7/2017,4,中西区,N.A.,3,12,13,29,10,5
6/7/2017,5,中西区,N.A.,3,15,16,27,9,4
6/7/2017,6,中西区,N.A.,3,15,16,28,7,4
6/7/2017,7,中西区,N.A.,4,28,38,18,10,4
6/7/2017,8,中西区,N.A.,4,27,42,19,10,4
6/7/2017,9,中西区,N.A.,3,25,34,24,9,4
6/7/2017,10,中西区,N.A.,3,31,47,22,9,4
6/7/2017,11,中西区,N.A.,5,41,61,14,12,4
6/7/2017,12,中西区,N.A.,3,54,124,8,10,5
6/7/2017,13,中西区,N.A.,8,33,50,27,19,4
6/7/2017,14,中西区,N.A.,5,28,42,31,12,4
6/7/2017,15,中西区,N.A.,3,22,32,29,9,4
6/7/2017,16,中西区,N.A.,4,21,32,30,10,5
6/7/2017,17,中西区,N.A.,2,27,36,25,10,4
6/7/2017,18,中西区,N.A.,3,22,29,28,9,4
6/7/2017,19,中西区,N.A.,4,27,34,22,9,4
6/7/2017,20,中西区,N.A.,4,31,38,17,10,5
6/7/2017,21,中西区,N.A.,7,24,29,22,12,4
6/7/2017,22,中西区,N.A.,5,24,29,24,11,4
6/7/2017,23,中西区,N.A.,4,25,28,25,10,5
6/7/2017,24,中西区,N.A.,4,26,29,25,9,5
7/7/2017,1,中西区,N.A.,7,21,24,30,12,4
7/7/2017,2,中西区,N.A.,6,19,21,31,12,4
7/7/2017,3,中西区,N.A.,4,10,10,37,9,4
7/7/2017,4,中西区,N.A.,4,6,7,39,9,5
7/7/2017,5,中西区,N.A.,1,13,13,32,6,6
7/7/2017,6,中西区,N.A.,3,16,16,28,9,8
7/7/2017,7,中西区,N.A.,7,21,24,25,13,7
7/7/2017,8,中西区,N.A.,5,22,29,26,12,6
7/7/2017,9,中西区,N.A.,3,26,37,26,10,5
7/7/2017,10,中西区,N.A.,3,26,40,28,11,6
7/7/2017,11,中西区,N.A.,5,19,28,33,14,6
7/7/2017,12,中西区,N.A.,6,17,27,38,15,6
7/7/2017,13,中西区,N.A.,6,25,37,31,14,6
7/7/2017,14,中西区,N.A.,3,25,35,27,9,5
7/7/2017,15,中西区,N.A.,3,35,72,19,8,7
7/7/2017,16,中西区,N.A.,5,38,64,17,13,6
7/7/2017,17,中西区,N.A.,7,37,64,20,12,6
7/7/2017,18,中西区,N.A.,5,22,29,34,11,5
7/7/2017,19,中西区,N.A.,6,29,34,25,11,12
7/7/2017,20,中西区,N.A.,4,24,28,29,10,7
7/7/2017,21,中西区,N.A.,6,47,71,9,11,13
7/7/2017,22,中西区,N.A.,9,30,43,22,15,7
7/7/2017,23,中西区,N.A.,3,29,40,17,8,4
7/7/2017,24,中西区,N.A.,5,25,29,23,12,5
8/7/2017,1,中西区,N.A.,6,23,25,24,12,5
8/7/2017,2,中西区,N.A.,7,23,25,24,14,4
8/7/2017,3,中西区,N.A.,5,26,28,24,14,5
8/7/2017,4,中西区,N.A.,6,10,10,38,14,6
8/7/2017,5,中西区,N.A.,6,12,12,35,14,5
8/7/2017,6,中西区,N.A.,6,8,9,36,14,5
8/7/2017,7,中西区,N.A.,5,16,17,28,11,6
8/7/2017,8,中西区,N.A.,3,17,21,27,8,6
8/7/2017,9,中西区,N.A.,3,23,38,22,9,5
8/7/2017,10,中西区,N.A.,6,23,33,23,16,6
8/7/2017,11,中西区,N.A.,8,20,28,27,14,5
8/7/2017,12,中西区,N.A.,7,52,120,5,13,8
8/7/2017,13,中西区,N.A.,10,58,170,4,20,11
8/7/2017,14,中西区,N.A.,13,53,152,8,23,9
8/7/2017,15,中西区,N.A.,11,26,39,25,23,6
8/7/2017,16,中西区,N.A.,9,23,33,26,20,6
8/7/2017,17,中西区,N.A.,9,18,24,28,19,5
8/7/2017,18,中西区,N.A.,6,20,28,24,14,5
8/7/2017,19,中西区,N.A.,6,21,27,21,15,5
8/7/2017,20,中西区,N.A.,9,33,45,11,19,5
8/7/2017,21,中西区,N.A.,9,23,27,18,18,5
8/7/2017,22,中西区,N.A.,7,24,30,16,16,5
8/7/2017,23,中西区,N.A.,6,20,25,18,15,5
8/7/2017,24,中西区,N.A.,7,16,18,22,16,5
9/7/2017,1,中西区,N.A.,7,16,18,22,15,5
9/7/2017,2,中西区,N.A.,9,14,16,22,17,6
9/7/2017,3,中西区,N.A.,8,13,14,23,15,5
9/7/2017,4,中西区,N.A.,5,10,11,25,11,4
9/7/2017,5,中西区,N.A.,5,11,11,25,12,5
9/7/2017,6,中西区,N.A.,4,10,11,26,11,5
9/7/2017,7,中西区,N.A.,8,15,18,21,14,6
9/7/2017,8,中西区,N.A.,6,12,17,23,13,6
9/7/2017,9,中西区,N.A.,5,10,16,27,12,5
9/7/2017,10,中西区,N.A.,6,11,17,30,13,6
9/7/2017,11,中西区,N.A.,8,14,22,31,15,7
9/7/2017,12,中西区,N.A.,8,5,9,40,15,6
9/7/2017,13,中西区,N.A.,6,6,10,42,12,6
9/7/2017,14,中西区,N.A.,5,6,9,46,12,5
9/7/2017,15,中西区,N.A.,7,7,10,50,13,6
9/7/2017,16,中西区,N.A.,6,10,15,48,13,6
9/7/2017,17,中西区,N.A.,6,10,16,39,12,7
9/7/2017,18,中西区,N.A.,8,10,13,42,13,6
9/7/2017,19,中西区,N.A.,9,10,11,40,14,5
9/7/2017,20,中西区,N.A.,10,15,16,31,16,5
9/7/2017,21,中西区,N.A.,5,12,14,36,12,5
9/7/2017,22,中西区,N.A.,9,12,14,35,15,5
9/7/2017,23,中西区,N.A.,7,17,19,29,13,5
9/7/2017,24,中西区,N.A.,11,14,15,27,17,6
10/7/2017,1,中西区,N.A.,7,11,12,23,13,5
10/7/2017,2,中西区,N.A.,6,8,9,28,11,7
10/7/2017,3,中西区,N.A.,5,11,11,24,11,9
10/7/2017,4,中西区,N.A.,8,10,10,28,14,7
10/7/2017,5,中西区,N.A.,5,13,14,25,11,7
10/7/2017,6,中西区,N.A.,6,6,7,35,12,6
10/7/2017,7,中西区,N.A.,8,16,20,25,13,6
10/7/2017,8,中西区,N.A.,6,21,29,23,11,6
10/7/2017,9,中西区,N.A.,5,21,57,23,10,7
10/7/2017,10,中西区,N.A.,10,28,79,20,16,9
10/7/2017,11,中西区,N.A.,7,8,13,37,14,7
10/7/2017,12,中西区,N.A.,8,8,14,40,15,6
10/7/2017,13,中西区,N.A.,9,8,13,43,15,4
10/7/2017,14,中西区,N.A.,5,5,8,47,10,4
10/7/2017,15,中西区,N.A.,6,7,11,43,12,4
10/7/2017,16,中西区,N.A.,2,10,15,42,8,4
10/7/2017,17,中西区,N.A.,6,16,25,35,12,6
10/7/2017,18,中西区,N.A.,6,15,20,34,12,5
10/7/2017,19,中西区,N.A.,4,18,22,30,10,6
10/7/2017,20,中西区,N.A.,7,14,15,32,13,6
10/7/2017,21,中西区,N.A.,8,15,17,33,14,6
10/7/2017,22,中西区,N.A.,7,16,17,33,13,6
10/7/2017,23,中西区,N.A.,5,26,31,24,10,8
10/7/2017,24,中西区,N.A.,8,16,17,32,13,8
11/7/2017,1,中西区,N.A.,7,14,14,29,11,8
11/7/2017,2,中西区,N.A.,7,11,11,28,11,7
11/7/2017,3,中西区,N.A.,6,21,24,17,10,7
11/7/2017,4,中西区,N.A.,6,18,19,19,10,8
11/7/2017,5,中西区,N.A.,8,10,10,29,11,6
11/7/2017,6,中西区,N.A.,5,10,10,27,9,8
11/7/2017,7,中西区,N.A.,6,11,14,26,10,7
11/7/2017,8,中西区,N.A.,5,15,25,25,8,8
11/7/2017,9,中西区,N.A.,5,15,26,30,8,7
11/7/2017,10,中西区,N.A.,4,16,26,35,7,7
11/7/2017,11,中西区,N.A.,7,14,22,43,12,7
11/7/2017,12,中西区,N.A.,5,12,19,49,9,6
11/7/2017,13,中西区,N.A.,2,16,22,49,7,7
11/7/2017,14,中西区,N.A.,6,14,21,47,10,5
11/7/2017,15,中西区,N.A.,5,13,20,49,11,4
11/7/2017,16,中西区,N.A.,6,13,19,52,11,5
11/7/2017,17,中西区,N.A.,7,14,21,47,12,5
11/7/2017,18,中西区,N.A.,8,19,27,36,13,6
11/7/2017,19,中西区,N.A.,5,18,24,27,9,6
11/7/2017,20,中西区,N.A.,5,15,19,21,9,6
11/7/2017,21,中西区,N.A.,5,17,24,17,8,5
11/7/2017,22,中西区,N.A.,5,24,32,12,9,5
11/7/2017,23,中西区,N.A.,5,29,41,8,8,5
11/7/2017,24,中西区,N.A.,6,11,14,23,10,4
12/7/2017,1,中西区,N.A.,4,13,15,23,7,5
12/7/2017,2,中西区,N.A.,5,12,14,22,8,5
12/7/2017,3,中西区,N.A.,4,11,12,19,7,5
12/7/2017,4,中西区,N.A.,6,12,13,25,8,7
12/7/2017,5,中西区,N.A.,5,19,21,18,8,6
12/7/2017,6,中西区,N.A.,5,19,23,20,8,7
12/7/2017,7,中西区,N.A.,8,28,63,11,10,12
12/7/2017,8,中西区,N.A.,8,40,126,5,12,21
12/7/2017,9,中西区,N.A.,11,31,65,13,14,10
12/7/2017,10,中西区,N.A.,9,32,61,16,13,8
12/7/2017,11,中西区,N.A.,10,34,62,17,17,7
12/7/2017,12,中西区,N.A.,6,34,65,22,14,5
12/7/2017,13,中西区,N.A.,6,33,55,34,13,4
12/7/2017,14,中西区,N.A.,6,30,47,42,12,5
12/7/2017,15,中西区,N.A.,7,37,60,36,15,5
12/7/2017,16,中西区,N.A.,7,23,36,42,17,4
12/7/2017,17,中西区,N.A.,10,29,48,33,18,3
12/7/2017,18,中西区,N.A.,10,35,58,24,19,5
12/7/2017,19,中西区,N.A.,10,46,65,14,17,5
12/7/2017,20,中西区,N.A.,6,44,60,12,12,9
12/7/2017,21,中西区,N.A.,8,39,49,15,14,9
12/7/2017,22,中西区,N.A.,11,27,32,18,15,7
12/7/2017,23,中西区,N.A.,6,29,36,12,11,6
12/7/2017,24,中西区,N.A.,6,N.A.,N.A.,N.A.,10,N.A.
13/7/2017,1,中西区,N.A.,4,11,13,27,8,6
13/7/2017,2,中西区,N.A.,2,22,26,17,6,5
13/7/2017,3,中西区,N.A.,3,22,26,17,7,5
13/7/2017,4,中西区,N.A.,4,24,28,16,9,5
13/7/2017,5,中西区,N.A.,6,28,39,12,10,7
13/7/2017,6,中西区,N.A.,4,19,21,20,9,6
13/7/2017,7,中西区,N.A.,5,26,37,17,10,5
13/7/2017,8,中西区,N.A.,4,26,51,16,8,9
13/7/2017,9,中西区,N.A.,4,28,60,17,9,9
13/7/2017,10,中西区,N.A.,6,25,51,20,12,6
13/7/2017,11,中西区,N.A.,5,25,48,24,12,6
13/7/2017,12,中西区,N.A.,5,23,38,32,13,6
13/7/2017,13,中西区,N.A.,6,23,40,31,13,5
13/7/2017,14,中西区,N.A.,6,23,39,34,13,5
13/7/2017,15,中西区,N.A.,7,24,39,33,16,5
13/7/2017,16,中西区,N.A.,8,25,43,26,18,5
13/7/2017,17,中西区,N.A.,9,15,26,29,17,5
13/7/2017,18,中西区,N.A.,6,12,20,26,12,4
13/7/2017,19,中西区,N.A.,4,16,21,21,11,5
13/7/2017,20,中西区,N.A.,5,17,22,20,12,6
13/7/2017,21,中西区,N.A.,6,22,30,13,12,5
13/7/2017,22,中西区,N.A.,5,22,30,13,11,5
13/7/2017,23,中西区,N.A.,4,26,35,10,10,4
13/7/2017,24,中西区,N.A.,6,26,33,11,11,4
14/7/2017,1,中西区,N.A.,5,20,25,15,11,4
14/7/2017,2,中西区,N.A.,4,18,21,17,9,4
14/7/2017,3,中西区,N.A.,2,16,17,19,7,4
14/7/2017,4,中西区,N.A.,1,15,16,22,6,5
14/7/2017,5,中西区,N.A.,5,17,18,20,10,5
14/7/2017,6,中西区,N.A.,4,12,13,24,8,5
14/7/2017,7,中西区,N.A.,6,24,34,14,11,7
14/7/2017,8,中西区,N.A.,6,31,59,10,11,11
14/7/2017,9,中西区,N.A.,7,30,61,13,12,9
14/7/2017,10,中西区,N.A.,5,32,66,14,11,8
14/7/2017,11,中西区,N.A.,6,30,61,19,13,7
14/7/2017,12,中西区,N.A.,9,25,46,24,17,6
14/7/2017,13,中西区,N.A.,5,28,50,22,11,6
14/7/2017,14,中西区,N.A.,3,24,43,23,10,5
14/7/2017,15,中西区,N.A.,6,24,45,22,14,5
14/7/2017,16,中西区,N.A.,7,26,48,24,14,5
14/7/2017,17,中西区,N.A.,6,27,48,19,12,4
14/7/2017,18,中西区,N.A.,3,32,63,14,9,6
14/7/2017,19,中西区,N.A.,6,37,67,7,13,9
14/7/2017,20,中西区,N.A.,8,26,37,12,14,6
14/7/2017,21,中西区,N.A.,6,20,28,15,11,5
14/7/2017,22,中西区,N.A.,3,24,33,11,9,5
14/7/2017,23,中西区,N.A.,6,16,20,17,11,5
14/7/2017,24,中西区,N.A.,4,22,31,12,9,5
15/7/2017,1,中西区,N.A.,6,22,32,12,11,6
15/7/2017,2,中西区,N.A.,6,15,18,18,11,5
15/7/2017,3,中西区,N.A.,5,13,15,22,9,5
15/7/2017,4,中西区,N.A.,2,13,14,23,6,5
15/7/2017,5,中西区,N.A.,3,12,14,23,7,5
15/7/2017,6,中西区,N.A.,3,17,19,19,8,5
15/7/2017,7,中西区,N.A.,5,25,35,12,10,6
15/7/2017,8,中西区,N.A.,3,28,44,12,9,6
15/7/2017,9,中西区,N.A.,1,22,39,17,7,5
15/7/2017,10,中西区,N.A.,3,25,51,17,9,6
15/7/2017,11,中西区,N.A.,5,27,53,20,13,6
15/7/2017,12,中西区,N.A.,8,29,48,21,16,6
15/7/2017,13,中西区,N.A.,4,28,46,24,11,6
15/7/2017,14,中西区,N.A.,6,21,34,28,12,5
15/7/2017,15,中西区,N.A.,4,25,44,24,10,5
15/7/2017,16,中西区,N.A.,4,35,60,18,10,5
15/7/2017,17,中西区,N.A.,4,30,48,21,11,6
15/7/2017,18,中西区,N.A.,7,30,44,21,14,6
15/7/2017,19,中西区,N.A.,7,34,44,17,13,5
15/7/2017,20,中西区,N.A.,7,32,37,17,13,5
15/7/2017,21,中西区,N.A.,7,31,35,17,13,5
15/7/2017,22,中西区,N.A.,4,27,32,18,10,5
15/7/2017,23,中西区,N.A.,4,21,24,21,9,4
15/7/2017,24,中西区,N.A.,6,27,31,18,13,5
16/7/2017,1,中西区,N.A.,7,21,23,23,15,5
16/7/2017,2,中西区,N.A.,7,17,19,24,13,5
16/7/2017,3,中西区,N.A.,5,14,15,26,12,5
16/7/2017,4,中西区,N.A.,5,14,15,20,12,6
16/7/2017,5,中西区,N.A.,5,12,13,20,12,5
16/7/2017,6,中西区,N.A.,4,13,14,20,12,5
16/7/2017,7,中西区,N.A.,3,13,15,22,11,5
16/7/2017,8,中西区,N.A.,5,20,28,16,13,5
16/7/2017,9,中西区,N.A.,6,16,25,21,13,5
16/7/2017,10,中西区,N.A.,4,17,29,23,13,5
16/7/2017,11,中西区,N.A.,6,22,36,19,17,5
16/7/2017,12,中西区,N.A.,6,31,58,15,13,5
16/7/2017,13,中西区,N.A.,6,22,35,22,14,5
16/7/2017,14,中西区,N.A.,4,15,21,27,11,4
16/7/2017,15,中西区,N.A.,7,30,47,18,12,5
16/7/2017,16,中西区,N.A.,7,31,50,17,16,5
16/7/2017,17,中西区,N.A.,5,28,38,17,13,5
16/7/2017,18,中西区,N.A.,4,29,40,13,13,5
16/7/2017,19,中西区,N.A.,4,29,37,13,12,6
16/7/2017,20,中西区,N.A.,6,33,43,10,13,5
16/7/2017,21,中西区,N.A.,7,25,31,11,14,6
16/7/2017,22,中西区,N.A.,5,20,25,10,11,5
16/7/2017,23,中西区,N.A.,5,17,22,11,12,5
16/7/2017,24,中西区,N.A.,2,16,21,11,10,5
17/7/2017,1,中西区,N.A.,1,13,16,13,10,5
17/7/2017,2,中西区,N.A.,1,9,10,16,8,5
17/7/2017,3,中西区,N.A.,4,9,10,14,12,5
17/7/2017,4,中西区,N.A.,N.A.,6,7,19,8,5
17/7/2017,5,中西区,N.A.,N.A.,8,8,22,8,5
17/7/2017,6,中西区,N.A.,1,10,12,21,8,5
17/7/2017,7,中西区,N.A.,2,15,20,12,7,5
17/7/2017,8,中西区,N.A.,2,23,43,6,6,6
17/7/2017,9,中西区,N.A.,2,28,60,6,7,6
17/7/2017,10,中西区,N.A.,5,38,99,6,10,7
17/7/2017,11,中西区,N.A.,5,45,121,6,11,7
17/7/2017,12,中西区,N.A.,7,48,154,7,17,12
17/7/2017,13,中西区,N.A.,7,20,37,30,15,8
17/7/2017,14,中西区,N.A.,2,13,20,35,7,4
17/7/2017,15,中西区,N.A.,4,24,36,25,9,5
17/7/2017,16,中西区,N.A.,3,26,33,22,8,4
17/7/2017,17,中西区,N.A.,3,29,38,20,6,4
17/7/2017,18,中西区,N.A.,5,34,47,14,8,4
17/7/2017,19,中西区,N.A.,5,26,43,18,8,5
17/7/2017,20,中西区,N.A.,N.A.,47,103,3,6,6
17/7/2017,21,中西区,N.A.,N.A.,21,27,25,4,4
17/7/2017,22,中西区,N.A.,3,31,42,16,5,4
17/7/2017,23,中西区,N.A.,3,41,72,7,6,5
17/7/2017,24,中西区,N.A.,5,31,53,13,12,5
18/7/2017,1,中西区,N.A.,4,14,16,20,12,5
18/7/2017,2,中西区,N.A.,2,12,13,23,8,5
18/7/2017,3,中西区,N.A.,3,10,10,26,10,5
18/7/2017,4,中西区,N.A.,7,8,8,28,13,7
18/7/2017,5,中西区,N.A.,7,11,12,25,13,6
18/7/2017,6,中西区,N.A.,1,14,15,25,8,6
18/7/2017,7,中西区,N.A.,4,14,16,25,10,6
18/7/2017,8,中西区,N.A.,6,19,29,22,10,5
18/7/2017,9,中西区,N.A.,3,34,65,11,6,6
18/7/2017,10,中西区,N.A.,5,45,114,5,9,7
18/7/2017,11,中西区,N.A.,5,48,150,6,12,8
18/7/2017,12,中西区,N.A.,9,48,146,5,16,8
18/7/2017,13,中西区,N.A.,12,55,174,4,24,8
18/7/2017,14,中西区,N.A.,8,48,131,5,20,7
18/7/2017,15,中西区,N.A.,10,34,77,14,22,7
18/7/2017,16,中西区,N.A.,3,25,39,20,11,5
18/7/2017,17,中西区,N.A.,8,24,32,18,14,6
18/7/2017,18,中西区,N.A.,6,31,43,14,10,6
18/7/2017,19,中西区,N.A.,4,31,45,12,7,5
18/7/2017,20,中西区,N.A.,6,48,122,3,9,10
18/7/2017,21,中西区,N.A.,9,52,146,2,14,11
18/7/2017,22,中西区,N.A.,8,47,90,2,12,7
18/7/2017,23,中西区,N.A.,6,45,82,2,10,6
18/7/2017,24,中西区,N.A.,6,42,82,2,8,7
19/7/2017,1,中西区,N.A.,4,48,128,1,7,7
19/7/2017,2,中西区,N.A.,3,39,53,4,8,6
19/7/2017,3,中西区,N.A.,1,27,30,11,3,5
19/7/2017,4,中西区,N.A.,3,24,26,13,6,5
19/7/2017,5,中西区,N.A.,3,27,30,10,5,6
19/7/2017,6,中西区,N.A.,3,27,35,6,7,6
19/7/2017,7,中西区,N.A.,4,33,67,4,9,7
19/7/2017,8,中西区,N.A.,4,31,74,6,11,8
