日期,小时,监测站,CO,FSP,NO2,NOX,O3,RSP,SO2
30/6/2020,1,观塘,N.A.,4,41,79,9,6,5
30/6/2020,2,观塘,N.A.,2,34,51,13,5,5
30/6/2020,3,观塘,N.A.,2,27,38,14,4,5
30/6/2020,4,观塘,N.A.,3,26,34,14,4,5
30/6/2020,5,观塘,N.A.,2,23,29,15,4,5
30/6/2020,6,观塘,N.A.,0,23,35,14,4,5
30/6/2020,7,观塘,N.A.,0,39,98,8,5,5
30/6/2020,8,观塘,N.A.,3,46,116,7,8,5
30/6/2020,9,观塘,N.A.,6,52,143,8,11,6
30/6/2020,10,观塘,N.A.,5,44,103,14,13,5
30/6/2020,11,观塘,N.A.,5,57,136,11,13,6
30/6/2020,12,观塘,N.A.,8,53,122,18,20,9
30/6/2020,13,观塘,N.A.,7,58,129,17,14,6
30/6/2020,14,观塘,N.A.,7,65,146,20,13,6
30/6/2020,15,观塘,N.A.,7,43,82,28,20,5
30/6/2020,16,观塘,N.A.,5,49,105,22,17,6
30/6/2020,17,观塘,N.A.,5,62,143,18,15,6
30/6/2020,18,观塘,N.A.,5,69,168,14,17,7
30/6/2020,19,观塘,N.A.,6,84,239,4,10,8
30/6/2020,20,观塘,N.A.,5,88,233,5,9,7
30/6/2020,21,观塘,N.A.,6,63,125,8,9,6
30/6/2020,22,观塘,N.A.,7,53,92,10,8,6
30/6/2020,23,观塘,N.A.,5,49,79,15,9,5
30/6/2020,24,观塘,N.A.,5,49,80,8,9,5
1/7/2020,1,观塘,N.A.,6,45,75,N.A.,6,6
1/7/2020,2,观塘,N.A.,4,32,44,8,6,5
1/7/2020,3,观塘,N.A.,2,25,33,9,5,5
1/7/2020,4,观塘,N.A.,2,N.A.,N.A.,N.A.,N.A.,N.A.
1/7/2020,5,观塘,N.A.,N.A.,25,31,14,N.A.,8
1/7/2020,6,观塘,N.A.,2,31,46,7,3,6
1/7/2020,7,观塘,N.A.,0,32,62,5,5,6
1/7/2020,8,观塘,N.A.,3,27,51,9,5,5
1/7/2020,9,观塘,N.A.,5,25,51,14,6,5
1/7/2020,10,观塘,N.A.,9,26,49,19,11,5
1/7/2020,11,观塘,N.A.,8,28,48,22,12,4
1/7/2020,12,观塘,N.A.,4,22,35,33,7,4
1/7/2020,13,观塘,N.A.,5,25,38,38,5,5
1/7/2020,14,观塘,N.A.,5,34,50,37,9,5
1/7/2020,15,观塘,N.A.,5,32,47,36,18,4
1/7/2020,16,观塘,N.A.,5,37,54,34,6,4
1/7/2020,17,观塘,N.A.,6,40,63,26,9,4
1/7/2020,18,观塘,N.A.,5,44,67,20,12,5
1/7/2020,19,观塘,N.A.,6,36,47,21,12,4
1/7/2020,20,观塘,N.A.,8,35,45,21,12,4
1/7/2020,21,观塘,N.A.,7,39,53,17,12,4
1/7/2020,22,观塘,N.A.,6,43,67,12,13,5
1/7/2020,23,观塘,N.A.,6,36,55,16,12,4
1/7/2020,24,观塘,N.A.,5,38,61,11,10,5
2/7/2020,1,观塘,N.A.,5,29,42,16,7,4
2/7/2020,2,观塘,N.A.,4,24,32,19,9,4
2/7/2020,3,观塘,N.A.,3,21,25,25,10,4
2/7/2020,4,观塘,N.A.,4,23,25,24,7,5
2/7/2020,5,观塘,N.A.,3,22,26,25,8,4
2/7/2020,6,观塘,N.A.,2,26,35,22,8,4
2/7/2020,7,观塘,N.A.,3,48,93,10,9,5
2/7/2020,8,观塘,N.A.,5,65,176,6,13,6
2/7/2020,9,观塘,N.A.,7,53,113,13,15,5
2/7/2020,10,观塘,N.A.,6,60,142,12,15,5
2/7/2020,11,观塘,N.A.,9,56,135,14,26,5
2/7/2020,12,观塘,N.A.,14,59,121,17,27,5
2/7/2020,13,观塘,N.A.,13,54,101,25,28,5
2/7/2020,14,观塘,N.A.,11,66,131,20,21,5
2/7/2020,15,观塘,N.A.,7,68,138,17,26,5
2/7/2020,16,观塘,N.A.,7,71,160,13,27,6
2/7/2020,17,观塘,N.A.,11,67,155,17,26,6
2/7/2020,18,观塘,N.A.,11,69,151,15,15,5
2/7/2020,19,观塘,N.A.,8,68,137,15,18,5
2/7/2020,20,观塘,N.A.,9,63,128,13,20,5
2/7/2020,21,观塘,N.A.,8,63,115,10,19,5
2/7/2020,22,观塘,N.A.,8,53,88,10,19,5
2/7/2020,23,观塘,N.A.,7,53,90,9,10,5
2/7/2020,24,观塘,N.A.,6,48,83,10,16,5
3/7/2020,1,观塘,N.A.,8,42,66,14,17,4
3/7/2020,2,观塘,N.A.,7,32,45,22,14,4
3/7/2020,3,观塘,N.A.,5,26,32,25,13,4
3/7/2020,4,观塘,N.A.,8,N.A.,N.A.,N.A.,11,N.A.
3/7/2020,5,观塘,N.A.,9,27,34,17,10,7
3/7/2020,6,观塘,N.A.,6,40,77,5,12,5
3/7/2020,7,观塘,N.A.,5,41,70,8,12,5
3/7/2020,8,观塘,N.A.,6,52,122,8,17,6
3/7/2020,9,观塘,N.A.,7,39,72,17,18,5
3/7/2020,10,观塘,N.A.,7,60,141,12,15,6
3/7/2020,11,观塘,N.A.,10,73,183,8,22,6
3/7/2020,12,观塘,N.A.,12,80,226,9,30,6
3/7/2020,13,观塘,N.A.,14,67,152,15,27,5
3/7/2020,14,观塘,N.A.,5,61,131,16,27,5
3/7/2020,15,观塘,N.A.,7,66,144,15,30,5
3/7/2020,16,观塘,N.A.,9,60,129,11,32,5
3/7/2020,17,观塘,N.A.,8,61,165,6,17,6
3/7/2020,18,观塘,N.A.,6,70,183,6,19,6
3/7/2020,19,观塘,N.A.,8,58,117,5,24,5
3/7/2020,20,观塘,N.A.,12,65,146,3,18,5
3/7/2020,21,观塘,N.A.,11,51,95,7,21,5
3/7/2020,22,观塘,N.A.,6,49,80,5,16,4
3/7/2020,23,观塘,N.A.,7,50,98,3,14,5
3/7/2020,24,观塘,N.A.,9,50,106,3,16,5
4/7/2020,1,观塘,N.A.,9,48,92,3,20,5
4/7/2020,2,观塘,N.A.,7,39,74,4,12,5
4/7/2020,3,观塘,N.A.,6,33,56,7,11,5
4/7/2020,4,观塘,N.A.,5,34,61,5,12,5
4/7/2020,5,观塘,N.A.,2,35,86,3,16,5
4/7/2020,6,观塘,N.A.,3,39,80,4,17,5
4/7/2020,7,观塘,N.A.,7,44,104,5,18,5
4/7/2020,8,观塘,N.A.,7,48,125,7,21,6
4/7/2020,9,观塘,N.A.,7,45,109,9,21,6
4/7/2020,10,观塘,N.A.,8,54,146,10,28,6
4/7/2020,11,观塘,N.A.,11,55,133,11,24,6
4/7/2020,12,观塘,N.A.,12,45,97,14,31,5
4/7/2020,13,观塘,N.A.,10,44,102,14,25,5
4/7/2020,14,观塘,N.A.,8,40,77,20,24,4
4/7/2020,15,观塘,N.A.,9,59,145,14,34,6
4/7/2020,16,观塘,N.A.,11,59,138,11,33,6
4/7/2020,17,观塘,N.A.,12,49,96,16,29,5
4/7/2020,18,观塘,N.A.,12,48,86,18,26,5
4/7/2020,19,观塘,N.A.,10,44,77,14,20,4
4/7/2020,20,观塘,N.A.,7,47,85,12,19,5
4/7/2020,21,观塘,N.A.,5,39,67,12,23,4
4/7/2020,22,观塘,N.A.,7,42,98,8,23,5
4/7/2020,23,观塘,N.A.,7,38,79,9,21,5
4/7/2020,24,观塘,N.A.,4,41,84,8,19,5
5/7/2020,1,观塘,N.A.,4,38,69,10,14,5
5/7/2020,2,观塘,N.A.,5,26,41,16,14,4
5/7/2020,3,观塘,N.A.,5,23,32,17,12,4
5/7/2020,4,观塘,N.A.,6,N.A.,N.A.,N.A.,16,N.A.
5/7/2020,5,观塘,N.A.,5,23,32,16,9,7
5/7/2020,6,观塘,N.A.,5,24,35,14,11,5
5/7/2020,7,观塘,N.A.,6,28,54,10,16,5
5/7/2020,8,观塘,N.A.,7,28,58,12,18,5
5/7/2020,9,观塘,N.A.,6,23,45,19,15,5
5/7/2020,10,观塘,N.A.,5,33,70,15,15,5
5/7/2020,11,观塘,N.A.,5,34,83,14,18,6
5/7/2020,12,观塘,N.A.,3,33,68,23,8,5
5/7/2020,13,观塘,N.A.,5,37,72,26,20,5
5/7/2020,14,观塘,N.A.,7,39,68,29,13,5
5/7/2020,15,观塘,N.A.,6,41,75,25,19,5
5/7/2020,16,观塘,N.A.,8,36,61,28,17,5
5/7/2020,17,观塘,N.A.,7,24,32,42,14,4
5/7/2020,18,观塘,N.A.,5,26,39,33,18,4
5/7/2020,19,观塘,N.A.,5,37,58,24,14,4
5/7/2020,20,观塘,N.A.,6,33,46,18,13,5
5/7/2020,21,观塘,N.A.,6,40,64,12,17,5
5/7/2020,22,观塘,N.A.,8,31,45,17,18,4
5/7/2020,23,观塘,N.A.,7,33,55,14,12,4
5/7/2020,24,观塘,N.A.,5,27,44,15,16,4
6/7/2020,1,观塘,N.A.,5,20,29,20,14,4
6/7/2020,2,观塘,N.A.,3,16,20,21,14,4
6/7/2020,3,观塘,N.A.,2,12,14,25,10,4
6/7/2020,4,观塘,N.A.,2,13,16,23,6,4
6/7/2020,5,观塘,N.A.,2,18,22,20,6,4
6/7/2020,6,观塘,N.A.,4,20,26,21,10,4
6/7/2020,7,观塘,N.A.,4,42,92,10,11,5
6/7/2020,8,观塘,N.A.,5,51,130,8,11,6
6/7/2020,9,观塘,N.A.,5,49,119,11,16,5
6/7/2020,10,观塘,N.A.,4,54,140,11,25,6
6/7/2020,11,观塘,N.A.,7,51,123,12,26,5
6/7/2020,12,观塘,N.A.,11,56,130,16,28,6
6/7/2020,13,观塘,N.A.,9,54,115,20,22,6
6/7/2020,14,观塘,N.A.,6,57,114,16,20,5
6/7/2020,15,观塘,N.A.,7,39,74,22,34,5
6/7/2020,16,观塘,N.A.,8,57,139,13,21,6
6/7/2020,17,观塘,N.A.,9,54,114,14,14,5
6/7/2020,18,观塘,N.A.,8,50,111,13,21,5
6/7/2020,19,观塘,N.A.,8,43,82,14,18,5
6/7/2020,20,观塘,N.A.,8,54,123,8,14,5
6/7/2020,21,观塘,N.A.,8,38,75,11,16,5
6/7/2020,22,观塘,N.A.,7,33,61,14,16,4
6/7/2020,23,观塘,N.A.,6,35,65,10,11,5
6/7/2020,24,观塘,N.A.,6,31,49,13,11,5
7/7/2020,1,观塘,N.A.,6,23,33,18,10,4
7/7/2020,2,观塘,N.A.,6,17,23,22,12,4
7/7/2020,3,观塘,N.A.,6,26,37,13,12,4
7/7/2020,4,观塘,N.A.,6,N.A.,N.A.,N.A.,11,N.A.
7/7/2020,5,观塘,N.A.,3,21,25,18,11,7
7/7/2020,6,观塘,N.A.,1,22,31,18,10,5
7/7/2020,7,观塘,N.A.,2,39,90,9,12,5
7/7/2020,8,观塘,N.A.,6,55,158,4,13,7
7/7/2020,9,观塘,N.A.,6,57,173,6,20,7
7/7/2020,10,观塘,N.A.,7,55,133,10,30,6
7/7/2020,11,观塘,N.A.,N.A.,43,94,20,N.A.,5
7/7/2020,12,观塘,N.A.,N.A.,49,102,21,N.A.,5
7/7/2020,13,观塘,N.A.,N.A.,51,108,22,N.A.,5
7/7/2020,14,观塘,N.A.,10,58,140,14,31,6
7/7/2020,15,观塘,N.A.,7,53,123,14,22,6
7/7/2020,16,观塘,N.A.,10,67,169,11,N.A.,6
7/7/2020,17,观塘,N.A.,9,44,75,18,29,5
7/7/2020,18,观塘,N.A.,8,37,58,16,24,4
7/7/2020,19,观塘,N.A.,6,37,54,14,15,4
7/7/2020,20,观塘,N.A.,5,37,53,17,11,4
7/7/2020,21,观塘,N.A.,5,51,108,8,15,5
7/7/2020,22,观塘,N.A.,3,31,46,13,14,4
7/7/2020,23,观塘,N.A.,4,32,51,10,11,4
7/7/2020,24,观塘,N.A.,6,22,30,18,10,4
8/7/2020,1,观塘,N.A.,6,20,26,N.A.,10,4
8/7/2020,2,观塘,N.A.,7,16,20,22,11,4
8/7/2020,3,观塘,N.A.,8,15,18,22,13,4
8/7/2020,4,观塘,N.A.,3,10,11,25,11,4
8/7/2020,5,观塘,N.A.,1,15,18,22,11,4
8/7/2020,6,观塘,N.A.,3,16,22,21,12,4
8/7/2020,7,观塘,N.A.,5,31,56,12,13,4
8/7/2020,8,观塘,N.A.,7,42,96,8,13,5
8/7/2020,9,观塘,N.A.,9,49,123,8,20,5
8/7/2020,10,观塘,N.A.,11,53,133,10,31,6
8/7/2020,11,观塘,N.A.,12,62,161,9,30,6
8/7/2020,12,观塘,N.A.,9,50,115,10,32,5
8/7/2020,13,观塘,N.A.,10,54,126,12,30,6
8/7/2020,14,观塘,N.A.,9,48,104,14,27,5
8/7/2020,15,观塘,N.A.,15,48,113,13,34,6
8/7/2020,16,观塘,N.A.,7,43,98,11,30,6
8/7/2020,17,观塘,N.A.,6,44,94,11,25,5
8/7/2020,18,观塘,N.A.,8,44,90,10,27,5
8/7/2020,19,观塘,N.A.,8,40,70,11,31,4
8/7/2020,20,观塘,N.A.,5,48,99,6,20,5
8/7/2020,21,观塘,N.A.,6,42,87,6,23,5
8/7/2020,22,观塘,N.A.,9,40,73,7,22,5
8/7/2020,23,观塘,N.A.,10,32,57,11,16,4
8/7/2020,24,观塘,N.A.,8,33,58,10,14,4
9/7/2020,1,观塘,N.A.,8,N.A.,N.A.,N.A.,22,N.A.
9/7/2020,2,观塘,N.A.,6,27,41,14,21,5
9/7/2020,3,观塘,N.A.,5,24,31,15,19,5
9/7/2020,4,观塘,N.A.,7,N.A.,N.A.,N.A.,9,N.A.
9/7/2020,5,观塘,N.A.,4,16,19,22,18,7
9/7/2020,6,观塘,N.A.,3,18,22,22,17,5
9/7/2020,7,观塘,N.A.,5,33,60,13,12,5
9/7/2020,8,观塘,N.A.,7,44,94,10,24,5
9/7/2020,9,观塘,N.A.,9,50,129,9,18,6
9/7/2020,10,观塘,N.A.,12,52,117,10,30,5
9/7/2020,11,观塘,N.A.,13,49,106,14,32,6
9/7/2020,12,观塘,N.A.,12,58,128,13,N.A.,6
9/7/2020,13,观塘,N.A.,15,49,93,19,32,6
9/7/2020,14,观塘,N.A.,11,37,62,25,24,4
9/7/2020,15,观塘,N.A.,15,47,88,17,35,5
9/7/2020,16,观塘,N.A.,12,51,97,17,N.A.,5
9/7/2020,17,观塘,N.A.,12,45,85,17,33,5
9/7/2020,18,观塘,N.A.,11,38,61,19,N.A.,4
9/7/2020,19,观塘,N.A.,10,48,116,10,23,5
9/7/2020,20,观塘,N.A.,11,43,93,9,30,5
9/7/2020,21,观塘,N.A.,10,36,63,15,24,5
9/7/2020,22,观塘,N.A.,8,25,39,17,22,4
9/7/2020,23,观塘,N.A.,9,22,39,11,19,4
9/7/2020,24,观塘,N.A.,9,19,31,12,17,4
10/7/2020,1,观塘,N.A.,7,22,42,10,18,5
10/7/2020,2,观塘,N.A.,7,18,32,11,16,4
10/7/2020,3,观塘,N.A.,5,12,17,15,20,4
10/7/2020,4,观塘,N.A.,5,12,18,19,15,4
10/7/2020,5,观塘,N.A.,7,10,12,20,20,4
10/7/2020,6,观塘,N.A.,6,12,18,17,10,4
10/7/2020,7,观塘,N.A.,6,25,56,9,12,4
10/7/2020,8,观塘,N.A.,8,35,88,7,21,5
10/7/2020,9,观塘,N.A.,9,45,130,8,24,6
10/7/2020,10,观塘,N.A.,9,39,105,9,29,5
10/7/2020,11,观塘,N.A.,10,35,98,14,26,5
10/7/2020,12,观塘,N.A.,11,34,77,19,29,5
10/7/2020,13,观塘,N.A.,9,41,98,17,28,5
10/7/2020,14,观塘,N.A.,7,39,91,14,28,5
10/7/2020,15,观塘,N.A.,15,39,92,14,30,5
10/7/2020,16,观塘,N.A.,12,41,95,13,34,5
10/7/2020,17,观塘,N.A.,12,44,102,11,34,5
10/7/2020,18,观塘,N.A.,11,46,117,8,N.A.,5
10/7/2020,19,观塘,N.A.,9,40,98,8,18,5
10/7/2020,20,观塘,N.A.,8,32,71,9,20,4
10/7/2020,21,观塘,N.A.,8,31,67,10,21,4
10/7/2020,22,观塘,N.A.,9,27,50,12,16,4
10/7/2020,23,观塘,N.A.,8,38,90,8,15,5
10/7/2020,24,观塘,N.A.,5,38,83,8,19,5
11/7/2020,1,观塘,N.A.,5,32,65,8,12,5
11/7/2020,2,观塘,N.A.,6,20,34,17,20,4
11/7/2020,3,观塘,N.A.,6,18,27,18,11,4
11/7/2020,4,观塘,N.A.,4,N.A.,N.A.,N.A.,16,N.A.
11/7/2020,5,观塘,N.A.,6,17,25,17,15,6
11/7/2020,6,观塘,N.A.,5,24,41,13,12,5
11/7/2020,7,观塘,N.A.,3,26,49,12,20,5
11/7/2020,8,观塘,N.A.,5,30,67,11,21,5
11/7/2020,9,观塘,N.A.,8,38,87,13,22,5
11/7/2020,10,观塘,N.A.,10,44,97,16,32,5
11/7/2020,11,观塘,N.A.,11,46,112,16,N.A.,5
11/7/2020,12,观塘,N.A.,11,40,87,21,N.A.,5
11/7/2020,13,观塘,N.A.,10,44,97,22,N.A.,5
11/7/2020,14,观塘,N.A.,8,42,108,18,31,5
11/7/2020,15,观塘,N.A.,5,39,89,19,33,5
11/7/2020,16,观塘,N.A.,7,40,97,17,N.A.,5
11/7/2020,17,观塘,N.A.,9,41,96,15,N.A.,5
11/7/2020,18,观塘,N.A.,7,34,73,17,N.A.,5
11/7/2020,19,观塘,N.A.,8,36,73,14,17,5
11/7/2020,20,观塘,N.A.,7,35,64,12,19,4
11/7/2020,21,观塘,N.A.,7,31,59,12,16,4
11/7/2020,22,观塘,N.A.,9,39,86,6,13,5
11/7/2020,23,观塘,N.A.,7,43,105,5,16,5
11/7/2020,24,观塘,N.A.,6,38,72,8,19,5
12/7/2020,1,观塘,N.A.,6,29,45,17,15,4
12/7/2020,2,观塘,N.A.,4,19,25,25,18,4
12/7/2020,3,观塘,N.A.,4,18,23,25,10,4
12/7/2020,4,观塘,N.A.,7,18,23,29,12,4
12/7/2020,5,观塘,N.A.,6,14,16,28,12,4
12/7/2020,6,观塘,N.A.,3,18,25,22,6,4
12/7/2020,7,观塘,N.A.,5,24,38,18,6,4
12/7/2020,8,观塘,N.A.,7,25,44,19,10,4
12/7/2020,9,观塘,N.A.,5,29,57,19,18,4
12/7/2020,10,观塘,N.A.,6,25,45,23,15,5
12/7/2020,11,观塘,N.A.,9,21,39,27,16,4
12/7/2020,12,观塘,N.A.,8,36,71,25,15,5
12/7/2020,13,观塘,N.A.,8,38,72,26,13,5
12/7/2020,14,观塘,N.A.,8,40,76,27,18,5
12/7/2020,15,观塘,N.A.,5,41,73,29,16,5
12/7/2020,16,观塘,N.A.,6,38,70,28,15,5
12/7/2020,17,观塘,N.A.,9,27,49,26,16,5
12/7/2020,18,观塘,N.A.,9,28,54,23,20,5
12/7/2020,19,观塘,N.A.,7,39,75,15,12,5
12/7/2020,20,观塘,N.A.,6,41,76,14,20,5
12/7/2020,21,观塘,N.A.,7,42,81,10,12,5
12/7/2020,22,观塘,N.A.,6,38,65,11,17,5
12/7/2020,23,观塘,N.A.,5,37,65,15,12,5
12/7/2020,24,观塘,N.A.,5,38,65,14,12,5
13/7/2020,1,观塘,N.A.,5,28,41,17,11,5
13/7/2020,2,观塘,N.A.,5,22,29,17,9,4
13/7/2020,3,观塘,N.A.,5,19,23,20,6,5
13/7/2020,4,观塘,N.A.,5,N.A.,N.A.,N.A.,6,N.A.
13/7/2020,5,观塘,N.A.,4,15,17,22,6,6
13/7/2020,6,观塘,N.A.,3,26,36,14,6,5
13/7/2020,7,观塘,N.A.,4,33,61,10,9,5
13/7/2020,8,观塘,N.A.,4,46,121,7,9,6
13/7/2020,9,观塘,N.A.,7,35,72,13,9,6
13/7/2020,10,观塘,N.A.,8,48,133,9,22,8
13/7/2020,11,观塘,N.A.,6,43,106,15,31,6
13/7/2020,12,观塘,N.A.,8,45,96,23,22,5
13/7/2020,13,观塘,N.A.,9,54,108,24,11,6
13/7/2020,14,观塘,N.A.,9,67,142,17,16,7
13/7/2020,15,观塘,N.A.,9,73,159,16,31,7
13/7/2020,16,观塘,N.A.,10,72,167,13,27,8
13/7/2020,17,观塘,N.A.,11,72,197,8,30,8
13/7/2020,18,观塘,N.A.,10,58,157,7,22,8
13/7/2020,19,观塘,N.A.,11,47,96,7,24,6
13/7/2020,20,观塘,N.A.,9,47,82,8,11,5
13/7/2020,21,观塘,N.A.,5,42,70,7,12,5
13/7/2020,22,观塘,N.A.,5,45,88,5,13,5
13/7/2020,23,观塘,N.A.,3,48,93,2,14,6
13/7/2020,24,观塘,N.A.,5,46,92,2,17,7
14/7/2020,1,观塘,N.A.,8,39,68,5,15,7
14/7/2020,2,观塘,N.A.,7,25,36,12,12,6
14/7/2020,3,观塘,N.A.,4,20,27,14,7,5
14/7/2020,4,观塘,N.A.,3,18,24,16,6,4
14/7/2020,5,观塘,N.A.,4,19,22,15,9,4
14/7/2020,6,观塘,N.A.,3,29,42,7,8,5
14/7/2020,7,观塘,N.A.,4,35,79,6,10,5
14/7/2020,8,观塘,N.A.,5,38,90,6,13,6
14/7/2020,9,观塘,N.A.,5,38,94,9,11,10
14/7/2020,10,观塘,N.A.,7,58,204,6,25,16
14/7/2020,11,观塘,N.A.,9,57,171,8,33,14
14/7/2020,12,观塘,N.A.,12,71,185,13,N.A.,13
14/7/2020,13,观塘,N.A.,13,57,103,31,34,8
14/7/2020,14,观塘,N.A.,12,53,74,53,32,6
14/7/2020,15,观塘,N.A.,10,87,141,32,32,8
14/7/2020,16,观塘,N.A.,10,85,114,45,N.A.,6
14/7/2020,17,观塘,N.A.,16,98,144,31,34,7
14/7/2020,18,观塘,N.A.,14,100,167,15,N.A.,7
14/7/2020,19,观塘,N.A.,13,94,186,7,33,7
14/7/2020,20,观塘,N.A.,13,60,98,7,28,5
14/7/2020,21,观塘,N.A.,9,44,71,9,20,5
14/7/2020,22,观塘,N.A.,5,45,88,3,12,5
14/7/2020,23,观塘,N.A.,5,41,73,4,17,5
14/7/2020,24,观塘,N.A.,5,40,83,3,8,7
15/7/2020,1,观塘,N.A.,3,29,50,N.A.,10,5
15/7/2020,2,观塘,N.A.,1,19,26,16,16,5
15/7/2020,3,观塘,N.A.,2,13,15,20,8,4
15/7/2020,4,观塘,N.A.,4,N.A.,N.A.,N.A.,9,N.A.
15/7/2020,5,观塘,N.A.,3,12,14,23,9,7
15/7/2020,6,观塘,N.A.,1,15,19,22,7,5
15/7/2020,7,观塘,N.A.,3,23,35,17,8,5
15/7/2020,8,观塘,N.A.,8,32,59,13,18,5
15/7/2020,9,观塘,N.A.,6,36,81,13,11,5
15/7/2020,10,观塘,N.A.,5,46,102,17,19,6
15/7/2020,11,观塘,N.A.,7,49,100,N.A.,24,7
15/7/2020,12,观塘,N.A.,8,48,88,N.A.,23,6
15/7/2020,13,观塘,N.A.,8,45,76,N.A.,21,6
15/7/2020,14,观塘,N.A.,6,62,120,29,12,7
15/7/2020,15,观塘,N.A.,7,73,174,15,21,8
15/7/2020,16,观塘,N.A.,10,59,152,11,24,8
15/7/2020,17,观塘,N.A.,10,64,168,8,25,9
15/7/2020,18,观塘,N.A.,9,55,138,7,19,8
15/7/2020,19,观塘,N.A.,8,49,107,8,19,7
15/7/2020,20,观塘,N.A.,8,56,142,2,13,7
15/7/2020,21,观塘,N.A.,8,44,88,9,14,6
15/7/2020,22,观塘,N.A.,8,30,47,16,14,5
15/7/2020,23,观塘,N.A.,3,29,47,16,16,4
15/7/2020,24,观塘,N.A.,4,24,36,16,11,4
16/7/2020,1,观塘,N.A.,6,24,36,14,9,4
16/7/2020,2,观塘,N.A.,3,13,16,21,10,4
16/7/2020,3,观塘,N.A.,2,12,15,23,12,4
16/7/2020,4,观塘,N.A.,2,11,13,25,11,4
16/7/2020,5,观塘,N.A.,2,13,15,20,10,4
16/7/2020,6,观塘,N.A.,2,22,29,15,5,4
16/7/2020,7,观塘,N.A.,1,27,46,13,4,4
16/7/2020,8,观塘,N.A.,3,40,92,8,8,5
16/7/2020,9,观塘,N.A.,5,45,125,7,18,6
16/7/2020,10,观塘,N.A.,7,45,126,12,21,6
16/7/2020,11,观塘,N.A.,9,52,144,11,21,6
16/7/2020,12,观塘,N.A.,10,54,150,11,22,7
16/7/2020,13,观塘,N.A.,9,53,140,13,18,7
16/7/2020,14,观塘,N.A.,6,51,141,11,27,8
16/7/2020,15,观塘,N.A.,7,48,123,12,21,7
16/7/2020,16,观塘,N.A.,8,44,106,14,26,7
16/7/2020,17,观塘,N.A.,7,42,97,12,20,6
16/7/2020,18,观塘,N.A.,6,43,92,13,21,5
16/7/2020,19,观塘,N.A.,6,53,140,6,17,6
16/7/2020,20,观塘,N.A.,5,45,119,6,17,5
16/7/2020,21,观塘,N.A.,6,29,50,12,16,4
16/7/2020,22,观塘,N.A.,7,19,29,15,12,4
16/7/2020,23,观塘,N.A.,3,22,34,12,13,4
16/7/2020,24,观塘,N.A.,3,24,39,13,17,4
17/7/2020,1,观塘,N.A.,6,24,34,16,12,4
17/7/2020,2,观塘,N.A.,4,26,37,16,13,4
17/7/2020,3,观塘,N.A.,4,17,22,16,13,4
17/7/2020,4,观塘,N.A.,5,N.A.,N.A.,N.A.,9,N.A.
17/7/2020,5,观塘,N.A.,2,12,15,14,8,8
17/7/2020,6,观塘,N.A.,1,16,26,9,10,5
17/7/2020,7,观塘,N.A.,0,27,64,5,8,5
17/7/2020,8,观塘,N.A.,2,33,102,5,15,6
17/7/2020,9,观塘,N.A.,3,40,132,5,18,6
17/7/2020,10,观塘,N.A.,6,31,83,11,18,5
17/7/2020,11,观塘,N.A.,6,30,74,13,18,5
17/7/2020,12,观塘,N.A.,4,34,84,14,26,5
17/7/2020,13,观塘,N.A.,5,39,105,11,19,6
17/7/2020,14,观塘,N.A.,7,45,129,10,15,8
17/7/2020,15,观塘,N.A.,8,51,153,10,23,8
17/7/2020,16,观塘,N.A.,8,42,108,14,20,6
17/7/2020,17,观塘,N.A.,6,47,104,14,20,6
17/7/2020,18,观塘,N.A.,4,37,70,14,24,5
17/7/2020,19,观塘,N.A.,6,43,95,11,20,5
17/7/2020,20,观塘,N.A.,8,42,92,8,19,5
17/7/2020,21,观塘,N.A.,6,38,84,7,15,5
17/7/2020,22,观塘,N.A.,4,34,72,7,17,5
17/7/2020,23,观塘,N.A.,4,32,69,6,18,5
17/7/2020,24,观塘,N.A.,3,31,68,5,12,5
18/7/2020,1,观塘,N.A.,2,23,44,9,10,5
18/7/2020,2,观塘,N.A.,0,20,31,12,10,4
18/7/2020,3,观塘,N.A.,1,16,21,17,7,4
18/7/2020,4,观塘,N.A.,2,17,20,18,5,4
18/7/2020,5,观塘,N.A.,2,12,14,24,23,4
18/7/2020,6,观塘,N.A.,3,19,26,17,6,4
18/7/2020,7,观塘,N.A.,3,25,46,10,9,4
18/7/2020,8,观塘,N.A.,5,29,73,7,9,5
18/7/2020,9,观塘,N.A.,6,36,117,8,9,6
18/7/2020,10,观塘,N.A.,5,45,158,7,24,7
18/7/2020,11,观塘,N.A.,7,42,129,9,20,7
18/7/2020,12,观塘,N.A.,9,44,137,9,17,8
18/7/2020,13,观塘,N.A.,9,42,132,11,17,8
18/7/2020,14,观塘,N.A.,7,39,118,14,23,7
18/7/2020,15,观塘,N.A.,5,46,145,11,13,8
18/7/2020,16,观塘,N.A.,5,53,178,8,23,8
18/7/2020,17,观塘,N.A.,5,37,67,17,26,5
18/7/2020,18,观塘,N.A.,6,39,75,16,25,5
18/7/2020,19,观塘,N.A.,8,34,61,13,14,5
18/7/2020,20,观塘,N.A.,8,40,70,11,14,5
18/7/2020,21,观塘,N.A.,6,39,66,12,14,5
18/7/2020,22,观塘,N.A.,5,35,61,10,12,5
18/7/2020,23,观塘,N.A.,3,33,69,8,10,5
18/7/2020,24,观塘,N.A.,3,31,57,8,10,5
19/7/2020,1,观塘,N.A.,4,26,46,10,16,5
19/7/2020,2,观塘,N.A.,2,20,29,16,8,4
