Date,Hour,Station,CO,FSP,NO2,NOX,O3,RSP,SO2
24/11/2020,23,Tap Mun,37,16,8,8,95,35,5
24/11/2020,24,Tap Mun,36,13,7,7,94,32,4
25/11/2020,1,Tap Mun,37,13,10,11,86,33,5
25/11/2020,2,Tap Mun,36,15,8,8,91,34,5
25/11/2020,3,Tap Mun,42,17,7,8,91,37,4
25/11/2020,4,Tap Mun,53,21,13,13,67,39,5
25/11/2020,5,Tap Mun,68,31,22,23,41,50,6
25/11/2020,6,Tap Mun,72,38,25,26,30,56,6
25/11/2020,7,Tap Mun,72,35,23,23,30,54,6
25/11/2020,8,Tap Mun,76,30,21,24,29,48,6
25/11/2020,9,Tap Mun,76,28,24,32,35,44,7
25/11/2020,10,Tap Mun,71,27,22,29,53,44,7
25/11/2020,11,Tap Mun,65,28,22,27,74,45,7
25/11/2020,12,Tap Mun,57,29,11,12,110,46,6
25/11/2020,13,Tap Mun,54,27,10,12,128,44,6
25/11/2020,14,Tap Mun,54,24,9,10,143,36,7
25/11/2020,15,Tap Mun,56,23,10,11,N.A.,36,7
25/11/2020,16,Tap Mun,54,23,12,12,158,37,6
25/11/2020,17,Tap Mun,52,26,13,14,144,47,5
25/11/2020,18,Tap Mun,50,26,10,10,149,44,6
25/11/2020,19,Tap Mun,39,20,7,8,135,34,6
25/11/2020,20,Tap Mun,38,14,7,7,119,28,5
25/11/2020,21,Tap Mun,41,13,6,6,114,29,5
25/11/2020,22,Tap Mun,39,14,8,9,109,30,5
25/11/2020,23,Tap Mun,37,10,6,7,101,26,5
25/11/2020,24,Tap Mun,37,9,7,8,97,25,5
26/11/2020,1,Tap Mun,N.A.,10,N.A.,N.A.,N.A.,28,N.A.
26/11/2020,2,Tap Mun,47,11,9,10,92,29,6
26/11/2020,3,Tap Mun,47,14,9,9,90,32,5
26/11/2020,4,Tap Mun,48,17,8,9,88,34,5
26/11/2020,5,Tap Mun,46,21,8,9,61,37,3
26/11/2020,6,Tap Mun,48,20,6,7,58,31,3
26/11/2020,7,Tap Mun,50,20,9,9,71,30,5
26/11/2020,8,Tap Mun,54,17,17,19,60,29,6
26/11/2020,9,Tap Mun,60,27,23,27,61,44,7
26/11/2020,10,Tap Mun,63,32,20,24,77,52,8
26/11/2020,11,Tap Mun,71,31,21,25,91,53,7
26/11/2020,12,Tap Mun,70,33,20,22,117,56,6
26/11/2020,13,Tap Mun,62,34,15,15,158,54,6
26/11/2020,14,Tap Mun,66,31,17,19,178,48,7
26/11/2020,15,Tap Mun,65,35,17,19,173,55,7
26/11/2020,16,Tap Mun,57,33,12,14,160,55,6
26/11/2020,17,Tap Mun,49,26,8,8,150,46,5
26/11/2020,18,Tap Mun,48,23,11,12,142,45,5
26/11/2020,19,Tap Mun,47,26,11,12,143,46,5
26/11/2020,20,Tap Mun,47,24,9,10,146,41,5
26/11/2020,21,Tap Mun,48,24,11,11,117,38,4
26/11/2020,22,Tap Mun,46,26,13,13,120,38,4
26/11/2020,23,Tap Mun,38,20,7,7,109,35,4
26/11/2020,24,Tap Mun,42,16,8,9,80,29,4
27/11/2020,1,Tap Mun,46,21,10,10,60,28,4
27/11/2020,2,Tap Mun,73,20,21,22,46,33,6
27/11/2020,3,Tap Mun,71,20,20,21,43,37,6
27/11/2020,4,Tap Mun,73,22,17,17,41,34,6
27/11/2020,5,Tap Mun,72,18,15,17,37,26,6
27/11/2020,6,Tap Mun,72,17,16,17,32,24,6
27/11/2020,7,Tap Mun,72,21,15,16,30,28,5
27/11/2020,8,Tap Mun,74,20,15,18,30,27,5
27/11/2020,9,Tap Mun,75,19,14,21,32,26,5
27/11/2020,10,Tap Mun,75,20,15,22,37,33,5
27/11/2020,11,Tap Mun,74,17,15,22,46,34,6
27/11/2020,12,Tap Mun,74,19,17,24,55,34,6
27/11/2020,13,Tap Mun,76,21,17,22,72,41,5
27/11/2020,14,Tap Mun,74,20,14,17,85,42,5
27/11/2020,15,Tap Mun,72,17,13,15,102,38,5
27/11/2020,16,Tap Mun,71,21,14,16,107,41,5
27/11/2020,17,Tap Mun,72,18,17,18,101,39,5
27/11/2020,18,Tap Mun,71,15,21,22,86,37,6
27/11/2020,19,Tap Mun,72,21,21,22,73,42,6
27/11/2020,20,Tap Mun,71,19,17,18,67,37,6
27/11/2020,21,Tap Mun,74,18,17,18,61,32,6
27/11/2020,22,Tap Mun,76,16,18,19,52,30,6
27/11/2020,23,Tap Mun,77,15,17,18,45,26,6
27/11/2020,24,Tap Mun,76,15,17,18,40,29,6
28/11/2020,1,Tap Mun,N.A.,17,N.A.,N.A.,N.A.,31,N.A.
28/11/2020,2,Tap Mun,76,15,15,16,39,27,6
28/11/2020,3,Tap Mun,76,13,14,15,39,24,6
28/11/2020,4,Tap Mun,76,12,14,14,41,22,6
28/11/2020,5,Tap Mun,76,11,12,12,43,20,5
28/11/2020,6,Tap Mun,75,14,12,13,44,19,5
28/11/2020,7,Tap Mun,76,14,11,12,44,20,4
28/11/2020,8,Tap Mun,76,12,11,13,43,20,4
28/11/2020,9,Tap Mun,77,12,12,14,42,21,4
28/11/2020,10,Tap Mun,77,13,14,17,43,23,4
28/11/2020,11,Tap Mun,77,16,17,21,50,28,5
28/11/2020,12,Tap Mun,77,17,15,17,64,31,5
28/11/2020,13,Tap Mun,76,18,13,15,88,32,6
28/11/2020,14,Tap Mun,76,19,11,13,112,36,6
28/11/2020,15,Tap Mun,75,20,13,14,119,35,5
28/11/2020,16,Tap Mun,74,19,11,12,119,34,6
28/11/2020,17,Tap Mun,76,22,14,14,116,38,6
28/11/2020,18,Tap Mun,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
28/11/2020,19,Tap Mun,81,N.A.,17,19,97,N.A.,6
28/11/2020,20,Tap Mun,77,20,16,18,87,41,6
28/11/2020,21,Tap Mun,78,20,15,16,72,41,6
28/11/2020,22,Tap Mun,80,18,17,17,57,34,6
28/11/2020,23,Tap Mun,86,20,16,17,51,36,6
28/11/2020,24,Tap Mun,86,23,16,16,50,37,6
29/11/2020,1,Tap Mun,84,18,16,17,46,30,6
29/11/2020,2,Tap Mun,86,15,15,16,44,27,6
29/11/2020,3,Tap Mun,88,20,15,16,42,31,6
29/11/2020,4,Tap Mun,89,21,13,14,42,29,6
29/11/2020,5,Tap Mun,88,18,13,14,44,25,6
29/11/2020,6,Tap Mun,89,15,13,14,42,22,6
29/11/2020,7,Tap Mun,89,18,12,13,39,22,5
29/11/2020,8,Tap Mun,90,15,12,13,37,18,6
29/11/2020,9,Tap Mun,93,15,13,15,35,22,6
29/11/2020,10,Tap Mun,89,16,12,16,44,26,6
29/11/2020,11,Tap Mun,89,16,13,17,56,28,7
29/11/2020,12,Tap Mun,89,17,14,16,76,30,7
29/11/2020,13,Tap Mun,88,20,13,15,96,36,7
29/11/2020,14,Tap Mun,87,19,12,14,113,37,7
29/11/2020,15,Tap Mun,82,18,9,11,118,33,5
29/11/2020,16,Tap Mun,85,16,12,13,118,32,4
29/11/2020,17,Tap Mun,85,17,13,14,113,35,4
29/11/2020,18,Tap Mun,84,16,17,17,105,35,4
29/11/2020,19,Tap Mun,82,15,18,19,91,39,5
29/11/2020,20,Tap Mun,85,17,18,19,75,41,5
29/11/2020,21,Tap Mun,86,18,19,20,63,40,6
29/11/2020,22,Tap Mun,88,18,19,20,52,39,6
29/11/2020,23,Tap Mun,89,18,21,23,41,38,5
29/11/2020,24,Tap Mun,89,16,21,22,35,35,5
30/11/2020,1,Tap Mun,N.A.,14,N.A.,N.A.,N.A.,31,N.A.
30/11/2020,2,Tap Mun,97,17,15,16,35,29,5
30/11/2020,3,Tap Mun,88,15,15,15,35,26,5
30/11/2020,4,Tap Mun,84,13,13,14,36,21,5
30/11/2020,5,Tap Mun,82,14,14,15,36,23,4
30/11/2020,6,Tap Mun,81,12,14,14,36,18,4
30/11/2020,7,Tap Mun,82,12,14,14,33,20,5
30/11/2020,8,Tap Mun,84,11,13,15,33,18,5
30/11/2020,9,Tap Mun,86,13,15,18,30,21,5
30/11/2020,10,Tap Mun,85,14,15,21,34,25,6
30/11/2020,11,Tap Mun,83,15,14,20,44,29,6
30/11/2020,12,Tap Mun,83,17,15,20,59,34,5
30/11/2020,13,Tap Mun,80,20,13,15,88,38,7
30/11/2020,14,Tap Mun,78,24,13,14,108,42,7
30/11/2020,15,Tap Mun,77,24,11,12,112,43,7
30/11/2020,16,Tap Mun,77,19,11,13,110,40,7
30/11/2020,17,Tap Mun,77,18,12,14,108,39,7
30/11/2020,18,Tap Mun,77,20,14,15,98,38,7
30/11/2020,19,Tap Mun,77,20,16,16,86,40,7
30/11/2020,20,Tap Mun,79,20,16,16,74,40,7
30/11/2020,21,Tap Mun,81,22,18,18,58,43,7
30/11/2020,22,Tap Mun,81,23,22,23,47,42,7
30/11/2020,23,Tap Mun,82,23,23,24,45,39,7
30/11/2020,24,Tap Mun,85,25,24,25,39,39,7
1/12/2020,1,Tap Mun,86,21,21,21,34,35,7
1/12/2020,2,Tap Mun,85,19,18,18,33,30,6
1/12/2020,3,Tap Mun,88,20,19,20,28,29,5
1/12/2020,4,Tap Mun,89,21,19,19,23,29,5
1/12/2020,5,Tap Mun,89,25,16,17,22,33,7
1/12/2020,6,Tap Mun,88,24,17,18,20,31,7
1/12/2020,7,Tap Mun,84,22,13,14,24,28,6
1/12/2020,8,Tap Mun,86,22,14,18,22,28,7
1/12/2020,9,Tap Mun,84,27,12,17,26,34,7
1/12/2020,10,Tap Mun,82,24,14,20,32,35,7
1/12/2020,11,Tap Mun,80,25,15,23,45,38,7
1/12/2020,12,Tap Mun,78,25,15,20,63,40,7
1/12/2020,13,Tap Mun,N.A.,22,N.A.,N.A.,N.A.,37,N.A.
1/12/2020,14,Tap Mun,68,23,12,14,110,37,8
1/12/2020,15,Tap Mun,68,21,11,12,123,34,7
1/12/2020,16,Tap Mun,71,27,11,11,131,41,7
1/12/2020,17,Tap Mun,67,26,12,13,120,40,7
1/12/2020,18,Tap Mun,67,23,14,15,93,38,6
1/12/2020,19,Tap Mun,71,25,21,22,89,41,7
1/12/2020,20,Tap Mun,72,25,21,22,81,47,7
1/12/2020,21,Tap Mun,67,22,15,16,83,44,7
1/12/2020,22,Tap Mun,68,21,20,20,71,37,7
1/12/2020,23,Tap Mun,72,20,22,23,60,39,7
1/12/2020,24,Tap Mun,74,18,23,24,56,38,7
2/12/2020,1,Tap Mun,N.A.,18,N.A.,N.A.,N.A.,36,N.A.
2/12/2020,2,Tap Mun,N.A.,18,N.A.,N.A.,N.A.,33,N.A.
2/12/2020,3,Tap Mun,76,18,20,20,47,30,7
2/12/2020,4,Tap Mun,76,19,15,15,48,29,5
2/12/2020,5,Tap Mun,76,18,16,17,39,24,4
2/12/2020,6,Tap Mun,73,20,17,17,35,26,6
2/12/2020,7,Tap Mun,75,21,15,15,36,28,5
2/12/2020,8,Tap Mun,75,24,14,16,35,32,4
2/12/2020,9,Tap Mun,75,27,12,17,39,33,4
2/12/2020,10,Tap Mun,74,27,12,17,46,37,5
2/12/2020,11,Tap Mun,72,29,13,18,55,45,5
2/12/2020,12,Tap Mun,68,28,14,19,71,45,4
2/12/2020,13,Tap Mun,65,28,11,14,91,46,4
2/12/2020,14,Tap Mun,64,25,10,12,103,42,4
2/12/2020,15,Tap Mun,62,28,8,9,107,44,4
2/12/2020,16,Tap Mun,60,26,9,10,104,40,4
2/12/2020,17,Tap Mun,59,26,13,14,96,41,4
2/12/2020,18,Tap Mun,62,25,15,16,85,42,6
2/12/2020,19,Tap Mun,64,26,15,16,78,44,7
2/12/2020,20,Tap Mun,65,28,17,18,73,44,7
2/12/2020,21,Tap Mun,66,34,19,20,68,52,7
2/12/2020,22,Tap Mun,71,34,23,24,62,54,7
2/12/2020,23,Tap Mun,69,33,16,17,60,50,8
2/12/2020,24,Tap Mun,68,34,16,17,52,49,8
3/12/2020,1,Tap Mun,69,36,15,16,48,50,8
3/12/2020,2,Tap Mun,71,34,14,14,47,46,8
3/12/2020,3,Tap Mun,72,37,13,14,48,47,8
3/12/2020,4,Tap Mun,74,41,12,13,50,51,7
3/12/2020,5,Tap Mun,75,43,11,12,50,53,7
3/12/2020,6,Tap Mun,75,41,12,12,48,53,7
3/12/2020,7,Tap Mun,73,42,12,13,46,53,7
3/12/2020,8,Tap Mun,74,41,11,12,47,51,7
3/12/2020,9,Tap Mun,76,40,11,14,47,53,7
3/12/2020,10,Tap Mun,74,26,11,15,50,42,7
3/12/2020,11,Tap Mun,72,26,11,14,59,41,7
3/12/2020,12,Tap Mun,73,23,12,16,64,40,7
3/12/2020,13,Tap Mun,75,22,13,15,66,38,7
3/12/2020,14,Tap Mun,73,21,12,14,69,39,7
3/12/2020,15,Tap Mun,70,16,11,13,76,31,7
3/12/2020,16,Tap Mun,69,21,13,15,73,38,7
3/12/2020,17,Tap Mun,65,21,13,15,71,39,5
3/12/2020,18,Tap Mun,63,18,13,13,65,34,4
3/12/2020,19,Tap Mun,64,19,15,15,57,35,6
3/12/2020,20,Tap Mun,66,20,16,17,53,35,7
3/12/2020,21,Tap Mun,66,23,17,18,50,36,7
3/12/2020,22,Tap Mun,68,27,18,19,47,40,7
3/12/2020,23,Tap Mun,66,27,17,18,45,40,7
3/12/2020,24,Tap Mun,66,24,17,18,44,35,7
4/12/2020,1,Tap Mun,N.A.,22,N.A.,N.A.,N.A.,31,N.A.
4/12/2020,2,Tap Mun,67,25,14,15,44,33,8
4/12/2020,3,Tap Mun,68,27,14,15,42,34,7
4/12/2020,4,Tap Mun,70,27,15,15,38,34,7
4/12/2020,5,Tap Mun,71,25,14,15,37,32,7
4/12/2020,6,Tap Mun,70,26,14,15,37,32,7
4/12/2020,7,Tap Mun,70,22,13,13,37,28,7
4/12/2020,8,Tap Mun,71,22,13,14,36,29,7
4/12/2020,9,Tap Mun,69,24,11,15,39,30,7
4/12/2020,10,Tap Mun,66,23,12,17,45,32,7
4/12/2020,11,Tap Mun,65,22,12,15,52,34,7
4/12/2020,12,Tap Mun,66,25,12,16,60,40,7
4/12/2020,13,Tap Mun,65,26,12,15,69,42,7
4/12/2020,14,Tap Mun,67,24,12,15,72,40,7
4/12/2020,15,Tap Mun,66,24,11,13,80,44,7
4/12/2020,16,Tap Mun,66,25,12,14,89,46,7
4/12/2020,17,Tap Mun,65,26,13,14,88,48,7
4/12/2020,18,Tap Mun,65,25,14,14,81,43,7
4/12/2020,19,Tap Mun,66,25,15,16,70,41,7
4/12/2020,20,Tap Mun,68,23,14,15,64,38,7
4/12/2020,21,Tap Mun,72,25,15,15,58,37,7
4/12/2020,22,Tap Mun,76,26,18,19,50,38,7
4/12/2020,23,Tap Mun,77,30,20,20,44,43,7
4/12/2020,24,Tap Mun,77,34,17,18,42,47,7
5/12/2020,1,Tap Mun,79,35,17,18,42,46,7
5/12/2020,2,Tap Mun,82,35,17,18,40,47,7
5/12/2020,3,Tap Mun,82,36,14,15,42,47,7
5/12/2020,4,Tap Mun,80,42,13,13,43,52,7
5/12/2020,5,Tap Mun,82,42,14,15,41,52,7
5/12/2020,6,Tap Mun,81,41,13,13,43,51,7
5/12/2020,7,Tap Mun,82,49,12,13,42,59,8
5/12/2020,8,Tap Mun,86,47,12,14,41,56,8
5/12/2020,9,Tap Mun,85,45,12,15,43,55,8
5/12/2020,10,Tap Mun,82,46,13,19,48,59,8
5/12/2020,11,Tap Mun,79,46,14,18,60,61,8
5/12/2020,12,Tap Mun,77,44,15,19,76,60,8
5/12/2020,13,Tap Mun,77,41,13,16,95,56,7
5/12/2020,14,Tap Mun,77,34,12,13,113,51,7
5/12/2020,15,Tap Mun,77,40,13,15,115,59,7
5/12/2020,16,Tap Mun,77,38,13,16,117,59,7
5/12/2020,17,Tap Mun,77,36,17,18,115,60,7
5/12/2020,18,Tap Mun,75,39,16,17,106,61,7
5/12/2020,19,Tap Mun,76,34,19,20,95,55,7
5/12/2020,20,Tap Mun,76,32,22,22,84,55,7
5/12/2020,21,Tap Mun,76,34,19,19,81,54,8
5/12/2020,22,Tap Mun,78,37,20,21,73,54,8
5/12/2020,23,Tap Mun,79,38,22,23,64,53,7
5/12/2020,24,Tap Mun,83,39,30,32,56,57,9
6/12/2020,1,Tap Mun,N.A.,45,N.A.,N.A.,N.A.,66,N.A.
6/12/2020,2,Tap Mun,85,40,20,21,57,59,9
6/12/2020,3,Tap Mun,85,39,19,20,56,55,8
6/12/2020,4,Tap Mun,83,40,13,14,60,52,8
6/12/2020,5,Tap Mun,82,42,14,15,58,52,8
6/12/2020,6,Tap Mun,81,42,13,14,57,51,7
6/12/2020,7,Tap Mun,83,44,12,13,56,53,7
6/12/2020,8,Tap Mun,85,48,15,17,54,57,8
6/12/2020,9,Tap Mun,85,46,12,14,60,56,9
6/12/2020,10,Tap Mun,85,46,16,20,61,57,8
6/12/2020,11,Tap Mun,86,46,15,18,75,59,8
6/12/2020,12,Tap Mun,83,42,15,17,93,56,8
6/12/2020,13,Tap Mun,77,40,14,16,115,55,8
6/12/2020,14,Tap Mun,66,26,9,9,132,39,7
6/12/2020,15,Tap Mun,68,25,11,11,142,35,6
6/12/2020,16,Tap Mun,70,31,10,11,150,45,7
6/12/2020,17,Tap Mun,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
6/12/2020,18,Tap Mun,66,N.A.,9,10,140,N.A.,7
6/12/2020,19,Tap Mun,64,23,9,10,134,39,7
6/12/2020,20,Tap Mun,64,24,11,11,113,37,6
6/12/2020,21,Tap Mun,65,24,12,12,86,30,6
6/12/2020,22,Tap Mun,65,23,11,11,74,28,5
6/12/2020,23,Tap Mun,65,23,8,9,76,27,5
6/12/2020,24,Tap Mun,66,24,10,10,78,28,6
7/12/2020,1,Tap Mun,78,26,22,24,74,33,6
7/12/2020,2,Tap Mun,79,31,22,23,84,40,7
7/12/2020,3,Tap Mun,80,32,22,23,76,42,6
7/12/2020,4,Tap Mun,76,32,17,19,89,43,7
7/12/2020,5,Tap Mun,88,40,39,40,60,57,8
7/12/2020,6,Tap Mun,93,54,36,37,56,83,11
7/12/2020,7,Tap Mun,87,49,27,29,59,72,12
7/12/2020,8,Tap Mun,83,45,19,20,69,60,12
7/12/2020,9,Tap Mun,85,43,25,27,61,56,12
7/12/2020,10,Tap Mun,84,44,22,25,66,61,12
7/12/2020,11,Tap Mun,83,43,24,28,72,62,12
7/12/2020,12,Tap Mun,86,46,23,29,86,69,12
7/12/2020,13,Tap Mun,95,63,25,30,104,87,12
7/12/2020,14,Tap Mun,84,69,18,20,129,94,10
7/12/2020,15,Tap Mun,76,42,14,16,137,63,9
7/12/2020,16,Tap Mun,76,38,15,17,147,60,9
7/12/2020,17,Tap Mun,74,36,16,16,147,63,8
7/12/2020,18,Tap Mun,71,32,18,18,133,56,8
7/12/2020,19,Tap Mun,76,34,26,27,119,64,9
7/12/2020,20,Tap Mun,78,37,26,27,106,74,9
7/12/2020,21,Tap Mun,77,40,26,27,93,71,10
7/12/2020,22,Tap Mun,76,38,18,19,98,60,11
7/12/2020,23,Tap Mun,77,37,20,21,87,55,11
7/12/2020,24,Tap Mun,77,36,21,22,77,57,11
8/12/2020,1,Tap Mun,N.A.,37,N.A.,N.A.,N.A.,58,N.A.
8/12/2020,2,Tap Mun,77,39,18,19,69,60,12
8/12/2020,3,Tap Mun,78,39,16,17,66,56,11
8/12/2020,4,Tap Mun,77,40,16,17,63,56,10
8/12/2020,5,Tap Mun,77,35,16,17,59,49,10
8/12/2020,6,Tap Mun,77,37,14,15,60,51,10
8/12/2020,7,Tap Mun,76,38,14,15,58,51,10
8/12/2020,8,Tap Mun,76,40,15,16,58,50,11
8/12/2020,9,Tap Mun,76,37,14,16,59,48,10
8/12/2020,10,Tap Mun,77,34,16,19,60,47,10
8/12/2020,11,Tap Mun,77,38,17,20,68,56,10
8/12/2020,12,Tap Mun,77,38,17,20,80,56,9
8/12/2020,13,Tap Mun,78,40,21,23,94,62,9
8/12/2020,14,Tap Mun,78,42,20,22,109,69,9
8/12/2020,15,Tap Mun,78,42,19,21,113,69,9
8/12/2020,16,Tap Mun,77,44,17,19,119,71,9
8/12/2020,17,Tap Mun,77,42,20,21,120,69,9
8/12/2020,18,Tap Mun,79,41,19,19,112,68,8
8/12/2020,19,Tap Mun,81,41,20,21,103,67,9
8/12/2020,20,Tap Mun,86,43,25,26,84,69,9
8/12/2020,21,Tap Mun,88,44,21,22,74,69,9
8/12/2020,22,Tap Mun,88,46,21,22,65,67,9
8/12/2020,23,Tap Mun,87,40,20,21,58,59,9
8/12/2020,24,Tap Mun,87,40,20,21,54,56,8
9/12/2020,1,Tap Mun,89,40,19,20,52,57,8
9/12/2020,2,Tap Mun,88,46,17,18,51,60,8
9/12/2020,3,Tap Mun,88,42,15,16,50,54,7
9/12/2020,4,Tap Mun,89,42,17,18,46,54,7
9/12/2020,5,Tap Mun,89,43,17,17,45,55,7
9/12/2020,6,Tap Mun,88,45,15,15,44,54,7
9/12/2020,7,Tap Mun,88,43,17,17,39,51,8
9/12/2020,8,Tap Mun,88,42,18,19,37,50,8
9/12/2020,9,Tap Mun,88,40,17,20,39,50,8
9/12/2020,10,Tap Mun,88,39,18,23,40,51,8
9/12/2020,11,Tap Mun,88,43,20,25,48,58,8
9/12/2020,12,Tap Mun,89,N.A.,19,24,58,N.A.,7
9/12/2020,13,Tap Mun,85,N.A.,17,19,72,N.A.,7
9/12/2020,14,Tap Mun,83,N.A.,21,24,86,N.A.,7
9/12/2020,15,Tap Mun,82,N.A.,16,18,98,N.A.,7
9/12/2020,16,Tap Mun,81,32,11,12,105,48,7
9/12/2020,17,Tap Mun,82,32,13,13,109,50,7
9/12/2020,18,Tap Mun,80,32,21,22,90,48,7
9/12/2020,19,Tap Mun,79,32,13,14,95,46,7
9/12/2020,20,Tap Mun,81,31,13,14,93,46,7
9/12/2020,21,Tap Mun,82,32,13,14,90,49,7
9/12/2020,22,Tap Mun,81,33,12,13,81,52,6
9/12/2020,23,Tap Mun,78,28,11,12,76,45,6
9/12/2020,24,Tap Mun,79,24,11,12,73,40,6
10/12/2020,1,Tap Mun,N.A.,26,N.A.,N.A.,N.A.,41,N.A.
10/12/2020,2,Tap Mun,80,27,11,11,48,36,7
10/12/2020,3,Tap Mun,81,27,13,14,55,33,6
10/12/2020,4,Tap Mun,83,25,17,18,53,35,6
10/12/2020,5,Tap Mun,82,28,13,13,53,38,6
10/12/2020,6,Tap Mun,95,37,25,25,39,50,7
10/12/2020,7,Tap Mun,91,47,19,20,45,63,7
10/12/2020,8,Tap Mun,90,37,27,29,36,49,8
10/12/2020,9,Tap Mun,96,38,30,37,34,52,10
10/12/2020,10,Tap Mun,91,43,24,29,56,61,10
10/12/2020,11,Tap Mun,94,41,27,33,65,58,11
10/12/2020,12,Tap Mun,95,44,28,32,81,68,11
10/12/2020,13,Tap Mun,95,45,26,28,100,71,10
10/12/2020,14,Tap Mun,89,39,19,22,118,62,9
10/12/2020,15,Tap Mun,87,38,17,19,128,62,9
10/12/2020,16,Tap Mun,87,37,19,20,117,57,9
10/12/2020,17,Tap Mun,87,35,20,21,113,54,8
10/12/2020,18,Tap Mun,86,34,19,20,88,51,7
10/12/2020,19,Tap Mun,89,35,26,26,75,52,7
10/12/2020,20,Tap Mun,88,34,18,18,109,52,6
10/12/2020,21,Tap Mun,87,34,16,16,117,49,7
10/12/2020,22,Tap Mun,83,34,16,16,110,46,7
10/12/2020,23,Tap Mun,71,25,23,24,78,41,7
10/12/2020,24,Tap Mun,65,20,13,14,85,37,7
11/12/2020,1,Tap Mun,65,17,11,12,84,35,7
11/12/2020,2,Tap Mun,60,19,10,11,77,37,6
11/12/2020,3,Tap Mun,54,10,9,10,76,26,6
11/12/2020,4,Tap Mun,54,9,9,10,65,23,6
11/12/2020,5,Tap Mun,57,11,11,12,59,23,5
11/12/2020,6,Tap Mun,62,12,9,9,62,25,6
11/12/2020,7,Tap Mun,60,11,13,13,50,26,5
11/12/2020,8,Tap Mun,57,10,11,12,44,21,5
11/12/2020,9,Tap Mun,62,12,10,10,53,22,6
11/12/2020,10,Tap Mun,64,19,12,14,65,36,7
11/12/2020,11,Tap Mun,59,19,9,11,72,36,6
11/12/2020,12,Tap Mun,63,14,10,12,86,30,7
11/12/2020,13,Tap Mun,65,17,11,13,101,34,7
11/12/2020,14,Tap Mun,62,18,7,8,116,34,7
11/12/2020,15,Tap Mun,63,15,7,8,124,30,7
11/12/2020,16,Tap Mun,66,18,9,10,129,34,7
11/12/2020,17,Tap Mun,66,18,13,14,129,37,7
11/12/2020,18,Tap Mun,62,20,13,14,128,37,7
11/12/2020,19,Tap Mun,60,17,15,15,129,32,7
11/12/2020,20,Tap Mun,60,14,8,8,133,26,7
11/12/2020,21,Tap Mun,58,11,7,8,116,22,6
11/12/2020,22,Tap Mun,60,10,8,9,106,19,5
11/12/2020,23,Tap Mun,60,12,8,8,80,22,5
11/12/2020,24,Tap Mun,62,9,9,9,53,15,5
12/12/2020,1,Tap Mun,N.A.,9,N.A.,N.A.,N.A.,12,N.A.
12/12/2020,2,Tap Mun,61,8,9,9,38,12,7
12/12/2020,3,Tap Mun,69,13,15,15,34,17,6
12/12/2020,4,Tap Mun,90,32,26,26,47,47,6
12/12/2020,5,Tap Mun,92,47,20,20,57,61,7
12/12/2020,6,Tap Mun,93,39,21,21,48,50,7
12/12/2020,7,Tap Mun,93,38,16,16,47,47,7
12/12/2020,8,Tap Mun,97,38,19,20,40,46,8
12/12/2020,9,Tap Mun,99,40,28,38,29,51,9
12/12/2020,10,Tap Mun,99,40,26,33,37,52,10
12/12/2020,11,Tap Mun,98,39,21,24,52,51,9
12/12/2020,12,Tap Mun,98,39,23,27,58,52,8
12/12/2020,13,Tap Mun,96,41,23,25,59,55,7
12/12/2020,14,Tap Mun,90,41,14,15,77,52,7
12/12/2020,15,Tap Mun,87,36,7,9,104,46,6
12/12/2020,16,Tap Mun,82,39,10,11,105,49,6
12/12/2020,17,Tap Mun,77,33,18,20,96,44,6
12/12/2020,18,Tap Mun,77,27,12,12,98,37,6
12/12/2020,19,Tap Mun,77,31,12,13,97,41,6
12/12/2020,20,Tap Mun,78,33,11,11,114,41,6
12/12/2020,21,Tap Mun,74,22,8,8,125,30,6
12/12/2020,22,Tap Mun,75,20,8,9,121,29,6
12/12/2020,23,Tap Mun,70,17,8,8,125,25,6
12/12/2020,24,Tap Mun,68,17,10,10,102,28,5
13/12/2020,1,Tap Mun,74,17,11,11,96,31,5
13/12/2020,2,Tap Mun,77,25,9,9,94,37,5
13/12/2020,3,Tap Mun,76,23,8,9,91,37,5
13/12/2020,4,Tap Mun,76,23,9,9,88,35,5
13/12/2020,5,Tap Mun,75,23,9,9,92,32,5
13/12/2020,6,Tap Mun,77,20,9,9,100,31,5
13/12/2020,7,Tap Mun,78,24,8,9,95,37,6
13/12/2020,8,Tap Mun,79,24,8,8,93,39,6
13/12/2020,9,Tap Mun,77,27,8,8,90,39,5
13/12/2020,10,Tap Mun,77,26,7,9,92,37,6
13/12/2020,11,Tap Mun,78,27,10,11,95,40,6
13/12/2020,12,Tap Mun,81,30,9,9,103,42,6
13/12/2020,13,Tap Mun,96,N.A.,10,11,113,N.A.,6
13/12/2020,14,Tap Mun,94,N.A.,11,12,123,N.A.,6
13/12/2020,15,Tap Mun,85,31,7,8,137,43,6
13/12/2020,16,Tap Mun,82,25,11,12,139,38,6
13/12/2020,17,Tap Mun,85,24,9,10,154,37,6
13/12/2020,18,Tap Mun,89,27,13,13,145,40,6
13/12/2020,19,Tap Mun,89,25,12,12,134,40,6
13/12/2020,20,Tap Mun,88,27,11,12,131,41,6
13/12/2020,21,Tap Mun,87,25,16,17,88,34,6
13/12/2020,22,Tap Mun,90,23,13,14,117,33,6
