Date,Hour,Station,CO,FSP,NO2,NOX,O3,RSP,SO2
30/6/2020,1,Tap Mun,21,2,7,7,22,3,1
30/6/2020,2,Tap Mun,22,1,5,6,24,3,3
30/6/2020,3,Tap Mun,20,2,8,9,29,4,4
30/6/2020,4,Tap Mun,21,0,6,7,30,1,3
30/6/2020,5,Tap Mun,22,1,7,8,13,3,2
30/6/2020,6,Tap Mun,22,1,5,6,14,1,2
30/6/2020,7,Tap Mun,24,N.A.,8,10,16,N.A.,1
30/6/2020,8,Tap Mun,23,N.A.,7,11,26,N.A.,3
30/6/2020,9,Tap Mun,22,2,9,15,28,3,3
30/6/2020,10,Tap Mun,23,4,10,15,32,4,4
30/6/2020,11,Tap Mun,22,3,8,12,42,3,4
30/6/2020,12,Tap Mun,22,5,6,8,51,5,4
30/6/2020,13,Tap Mun,20,2,3,4,67,2,3
30/6/2020,14,Tap Mun,20,1,4,4,74,2,3
30/6/2020,15,Tap Mun,20,1,5,6,80,1,2
30/6/2020,16,Tap Mun,N.A.,2,N.A.,N.A.,N.A.,2,N.A.
30/6/2020,17,Tap Mun,17,2,4,5,70,2,N.A.
30/6/2020,18,Tap Mun,16,2,7,8,59,3,3
30/6/2020,19,Tap Mun,15,3,10,11,51,3,3
30/6/2020,20,Tap Mun,14,3,9,10,51,3,4
30/6/2020,21,Tap Mun,13,1,8,9,51,1,3
30/6/2020,22,Tap Mun,14,1,6,7,47,0,3
30/6/2020,23,Tap Mun,15,0,9,10,36,0,3
30/6/2020,24,Tap Mun,15,2,8,9,20,2,2
1/7/2020,1,Tap Mun,N.A.,1,N.A.,N.A.,N.A.,1,N.A.
1/7/2020,2,Tap Mun,N.A.,1,N.A.,N.A.,N.A.,1,N.A.
1/7/2020,3,Tap Mun,19,3,16,17,8,4,4
1/7/2020,4,Tap Mun,21,1,9,11,8,1,3
1/7/2020,5,Tap Mun,18,3,6,7,7,3,3
1/7/2020,6,Tap Mun,20,2,6,7,7,2,2
1/7/2020,7,Tap Mun,21,0,7,10,12,1,3
1/7/2020,8,Tap Mun,23,1,6,9,17,2,3
1/7/2020,9,Tap Mun,15,1,6,9,29,3,2
1/7/2020,10,Tap Mun,15,1,7,10,34,2,3
1/7/2020,11,Tap Mun,19,3,8,13,36,4,3
1/7/2020,12,Tap Mun,18,1,8,12,46,1,3
1/7/2020,13,Tap Mun,15,3,5,7,57,4,3
1/7/2020,14,Tap Mun,18,3,4,5,72,4,1
1/7/2020,15,Tap Mun,20,3,3,4,71,4,4
1/7/2020,16,Tap Mun,20,5,5,6,72,6,4
1/7/2020,17,Tap Mun,22,2,4,5,60,3,3
1/7/2020,18,Tap Mun,21,2,3,4,61,3,3
1/7/2020,19,Tap Mun,21,3,6,7,52,5,3
1/7/2020,20,Tap Mun,20,4,6,6,47,7,4
1/7/2020,21,Tap Mun,21,4,6,7,47,6,3
1/7/2020,22,Tap Mun,20,1,6,7,46,4,3
1/7/2020,23,Tap Mun,19,4,4,4,48,7,2
1/7/2020,24,Tap Mun,19,3,6,6,43,5,2
2/7/2020,1,Tap Mun,19,2,4,5,45,4,1
2/7/2020,2,Tap Mun,19,3,4,5,45,5,3
2/7/2020,3,Tap Mun,20,3,6,6,47,6,3
2/7/2020,4,Tap Mun,21,5,4,5,42,9,3
2/7/2020,5,Tap Mun,22,3,5,6,43,8,3
2/7/2020,6,Tap Mun,22,2,5,5,43,7,3
2/7/2020,7,Tap Mun,21,3,4,5,43,6,3
2/7/2020,8,Tap Mun,21,4,4,5,45,7,3
2/7/2020,9,Tap Mun,21,4,5,7,49,7,2
2/7/2020,10,Tap Mun,20,2,4,6,57,7,3
2/7/2020,11,Tap Mun,20,2,4,5,54,6,4
2/7/2020,12,Tap Mun,21,3,3,4,55,8,2
2/7/2020,13,Tap Mun,21,3,4,6,57,9,2
2/7/2020,14,Tap Mun,20,3,3,5,65,8,3
2/7/2020,15,Tap Mun,22,3,4,5,65,8,4
2/7/2020,16,Tap Mun,19,3,3,4,59,7,2
2/7/2020,17,Tap Mun,22,3,3,4,64,5,2
2/7/2020,18,Tap Mun,19,4,4,5,61,6,3
2/7/2020,19,Tap Mun,19,2,4,5,62,6,3
2/7/2020,20,Tap Mun,24,3,14,14,49,8,2
2/7/2020,21,Tap Mun,22,2,12,13,40,9,2
2/7/2020,22,Tap Mun,22,2,11,12,29,8,2
2/7/2020,23,Tap Mun,20,6,6,7,41,11,1
2/7/2020,24,Tap Mun,20,4,4,5,39,9,2
3/7/2020,1,Tap Mun,N.A.,1,N.A.,N.A.,N.A.,9,N.A.
3/7/2020,2,Tap Mun,20,5,6,7,47,11,3
3/7/2020,3,Tap Mun,20,6,4,5,44,13,2
3/7/2020,4,Tap Mun,22,5,6,7,39,12,2
3/7/2020,5,Tap Mun,22,3,5,5,39,11,2
3/7/2020,6,Tap Mun,20,2,4,5,29,7,3
3/7/2020,7,Tap Mun,18,4,5,7,31,10,2
3/7/2020,8,Tap Mun,21,1,6,7,35,5,2
3/7/2020,9,Tap Mun,21,3,5,6,41,10,2
3/7/2020,10,Tap Mun,20,3,7,10,42,10,2
3/7/2020,11,Tap Mun,21,2,4,5,51,8,2
3/7/2020,12,Tap Mun,24,6,5,6,57,10,2
3/7/2020,13,Tap Mun,18,5,3,4,58,8,2
3/7/2020,14,Tap Mun,16,5,3,4,59,8,3
3/7/2020,15,Tap Mun,16,5,3,4,61,10,3
3/7/2020,16,Tap Mun,17,8,3,4,56,12,2
3/7/2020,17,Tap Mun,17,6,4,5,43,9,2
3/7/2020,18,Tap Mun,20,3,7,9,31,5,2
3/7/2020,19,Tap Mun,17,4,9,10,34,7,2
3/7/2020,20,Tap Mun,15,2,11,12,38,6,2
3/7/2020,21,Tap Mun,14,1,8,8,30,6,2
3/7/2020,22,Tap Mun,16,3,5,6,26,8,2
3/7/2020,23,Tap Mun,17,2,11,11,31,8,1
3/7/2020,24,Tap Mun,17,2,9,10,20,7,2
4/7/2020,1,Tap Mun,18,2,11,12,20,10,2
4/7/2020,2,Tap Mun,19,2,7,8,19,9,2
4/7/2020,3,Tap Mun,19,3,13,14,20,9,2
4/7/2020,4,Tap Mun,20,0,8,8,27,3,1
4/7/2020,5,Tap Mun,22,0,8,9,11,8,1
4/7/2020,6,Tap Mun,22,N.A.,7,8,16,N.A.,1
4/7/2020,7,Tap Mun,23,2,6,7,24,6,2
4/7/2020,8,Tap Mun,17,5,4,7,30,10,1
4/7/2020,9,Tap Mun,20,2,3,5,36,8,1
4/7/2020,10,Tap Mun,18,5,3,4,41,9,2
4/7/2020,11,Tap Mun,16,4,4,6,46,9,2
4/7/2020,12,Tap Mun,15,7,4,5,52,12,2
4/7/2020,13,Tap Mun,13,6,3,4,50,11,3
4/7/2020,14,Tap Mun,14,5,3,3,46,10,1
4/7/2020,15,Tap Mun,16,3,4,4,55,6,2
4/7/2020,16,Tap Mun,14,4,3,4,58,9,3
4/7/2020,17,Tap Mun,14,3,4,5,52,6,2
4/7/2020,18,Tap Mun,14,4,6,7,51,8,2
4/7/2020,19,Tap Mun,14,4,9,11,43,9,2
4/7/2020,20,Tap Mun,16,4,6,7,33,8,3
4/7/2020,21,Tap Mun,13,1,6,7,33,5,2
4/7/2020,22,Tap Mun,17,3,6,7,24,8,1
4/7/2020,23,Tap Mun,15,3,5,6,28,8,1
4/7/2020,24,Tap Mun,14,2,7,8,28,7,2
5/7/2020,1,Tap Mun,N.A.,2,N.A.,N.A.,N.A.,7,N.A.
5/7/2020,2,Tap Mun,15,3,8,9,33,8,4
5/7/2020,3,Tap Mun,16,4,6,6,25,9,2
5/7/2020,4,Tap Mun,16,2,5,6,14,8,2
5/7/2020,5,Tap Mun,17,2,8,9,15,8,2
5/7/2020,6,Tap Mun,17,3,7,7,12,8,3
5/7/2020,7,Tap Mun,18,4,6,7,18,10,2
5/7/2020,8,Tap Mun,19,3,8,11,23,8,2
5/7/2020,9,Tap Mun,14,5,7,10,30,8,2
5/7/2020,10,Tap Mun,19,4,6,9,38,8,1
5/7/2020,11,Tap Mun,19,4,6,9,40,7,3
5/7/2020,12,Tap Mun,17,5,9,13,42,8,3
5/7/2020,13,Tap Mun,17,3,8,11,57,5,1
5/7/2020,14,Tap Mun,17,6,8,10,61,9,2
5/7/2020,15,Tap Mun,17,6,8,10,63,10,3
5/7/2020,16,Tap Mun,16,4,10,12,63,8,4
5/7/2020,17,Tap Mun,17,4,9,11,65,7,4
5/7/2020,18,Tap Mun,15,3,8,9,63,6,4
5/7/2020,19,Tap Mun,14,4,8,9,53,8,4
5/7/2020,20,Tap Mun,13,4,8,8,47,7,4
5/7/2020,21,Tap Mun,13,4,8,8,42,7,3
5/7/2020,22,Tap Mun,14,4,10,10,34,7,3
5/7/2020,23,Tap Mun,13,4,6,7,40,7,2
5/7/2020,24,Tap Mun,14,3,8,9,33,5,3
6/7/2020,1,Tap Mun,14,2,10,11,30,4,3
6/7/2020,2,Tap Mun,13,1,8,9,31,2,3
6/7/2020,3,Tap Mun,13,2,7,7,34,4,3
6/7/2020,4,Tap Mun,13,3,5,5,34,5,3
6/7/2020,5,Tap Mun,13,1,5,5,34,3,4
6/7/2020,6,Tap Mun,14,0,5,5,28,2,3
6/7/2020,7,Tap Mun,14,3,5,5,28,5,3
6/7/2020,8,Tap Mun,15,3,6,8,35,4,3
6/7/2020,9,Tap Mun,17,4,7,9,40,5,3
6/7/2020,10,Tap Mun,14,2,9,11,44,4,3
6/7/2020,11,Tap Mun,15,1,9,12,48,4,3
6/7/2020,12,Tap Mun,15,4,10,13,53,7,3
6/7/2020,13,Tap Mun,15,6,6,8,65,9,3
6/7/2020,14,Tap Mun,13,2,6,7,68,5,3
6/7/2020,15,Tap Mun,15,2,7,9,60,5,2
6/7/2020,16,Tap Mun,13,2,7,9,55,5,2
6/7/2020,17,Tap Mun,15,5,12,15,46,7,2
6/7/2020,18,Tap Mun,14,3,10,13,46,7,3
6/7/2020,19,Tap Mun,13,4,10,11,40,7,2
6/7/2020,20,Tap Mun,13,1,10,10,38,4,2
6/7/2020,21,Tap Mun,13,2,10,11,31,5,3
6/7/2020,22,Tap Mun,12,3,8,9,32,5,3
6/7/2020,23,Tap Mun,12,4,6,7,33,6,2
6/7/2020,24,Tap Mun,13,2,7,8,31,4,1
7/7/2020,1,Tap Mun,N.A.,3,N.A.,N.A.,N.A.,5,N.A.
7/7/2020,2,Tap Mun,12,2,11,12,31,5,3
7/7/2020,3,Tap Mun,12,3,9,10,19,5,3
7/7/2020,4,Tap Mun,11,2,5,6,28,7,2
7/7/2020,5,Tap Mun,13,2,5,6,16,6,2
7/7/2020,6,Tap Mun,15,2,8,9,12,5,2
7/7/2020,7,Tap Mun,20,1,8,10,12,2,2
7/7/2020,8,Tap Mun,19,6,6,9,23,7,2
7/7/2020,9,Tap Mun,16,2,8,11,35,5,2
7/7/2020,10,Tap Mun,13,4,10,16,36,6,2
7/7/2020,11,Tap Mun,13,3,11,15,41,7,3
7/7/2020,12,Tap Mun,16,4,11,14,51,8,3
7/7/2020,13,Tap Mun,17,4,8,9,64,8,3
7/7/2020,14,Tap Mun,20,6,11,14,57,9,3
7/7/2020,15,Tap Mun,14,N.A.,12,15,59,N.A.,4
7/7/2020,16,Tap Mun,18,N.A.,11,14,52,N.A.,4
7/7/2020,17,Tap Mun,19,N.A.,11,14,50,N.A.,3
7/7/2020,18,Tap Mun,17,4,9,11,46,9,2
7/7/2020,19,Tap Mun,19,3,13,14,38,8,3
7/7/2020,20,Tap Mun,15,5,10,11,41,9,4
7/7/2020,21,Tap Mun,15,4,11,11,38,8,3
7/7/2020,22,Tap Mun,15,4,12,13,33,7,3
7/7/2020,23,Tap Mun,18,2,12,13,26,5,4
7/7/2020,24,Tap Mun,17,5,10,11,26,7,1
8/7/2020,1,Tap Mun,14,5,10,11,30,9,2
8/7/2020,2,Tap Mun,17,3,10,11,24,7,2
8/7/2020,3,Tap Mun,15,2,9,10,13,6,1
8/7/2020,4,Tap Mun,17,1,9,9,12,5,2
8/7/2020,5,Tap Mun,13,1,6,7,24,5,4
8/7/2020,6,Tap Mun,16,N.A.,9,10,20,N.A.,4
8/7/2020,7,Tap Mun,15,N.A.,6,7,15,N.A.,4
8/7/2020,8,Tap Mun,19,N.A.,6,7,21,N.A.,2
8/7/2020,9,Tap Mun,21,N.A.,9,13,31,N.A.,3
8/7/2020,10,Tap Mun,21,7,10,14,38,14,4
8/7/2020,11,Tap Mun,18,7,9,12,46,13,3
8/7/2020,12,Tap Mun,19,4,7,10,53,10,3
8/7/2020,13,Tap Mun,16,5,5,7,53,11,3
8/7/2020,14,Tap Mun,14,7,5,7,55,13,3
8/7/2020,15,Tap Mun,14,7,8,10,53,14,4
8/7/2020,16,Tap Mun,15,6,5,8,48,12,4
8/7/2020,17,Tap Mun,19,4,8,10,43,11,3
8/7/2020,18,Tap Mun,20,9,10,14,36,16,4
8/7/2020,19,Tap Mun,17,6,13,15,30,13,3
8/7/2020,20,Tap Mun,17,4,16,18,28,10,2
8/7/2020,21,Tap Mun,17,6,13,14,31,12,3
8/7/2020,22,Tap Mun,14,4,12,12,23,10,3
8/7/2020,23,Tap Mun,16,4,9,10,27,10,3
8/7/2020,24,Tap Mun,15,5,11,11,22,11,2
9/7/2020,1,Tap Mun,N.A.,5,N.A.,N.A.,N.A.,11,N.A.
9/7/2020,2,Tap Mun,14,4,13,14,30,10,3
9/7/2020,3,Tap Mun,14,5,9,10,29,10,4
9/7/2020,4,Tap Mun,14,4,8,9,28,9,4
9/7/2020,5,Tap Mun,15,4,7,8,26,9,4
9/7/2020,6,Tap Mun,17,5,6,7,25,10,4
9/7/2020,7,Tap Mun,17,4,8,9,29,10,4
9/7/2020,8,Tap Mun,18,5,8,11,34,11,3
9/7/2020,9,Tap Mun,17,6,8,11,37,12,3
9/7/2020,10,Tap Mun,20,4,11,16,36,12,3
9/7/2020,11,Tap Mun,21,5,11,15,45,13,4
9/7/2020,12,Tap Mun,20,6,9,11,56,14,4
9/7/2020,13,Tap Mun,21,7,6,8,64,15,4
9/7/2020,14,Tap Mun,20,8,7,9,63,15,4
9/7/2020,15,Tap Mun,19,7,10,13,56,15,4
9/7/2020,16,Tap Mun,22,8,10,12,54,16,4
9/7/2020,17,Tap Mun,18,8,10,13,49,16,4
9/7/2020,18,Tap Mun,18,7,10,10,45,15,4
9/7/2020,19,Tap Mun,17,6,9,10,41,14,5
9/7/2020,20,Tap Mun,15,6,7,8,37,14,4
9/7/2020,21,Tap Mun,13,5,7,8,38,12,3
9/7/2020,22,Tap Mun,13,4,8,9,38,11,4
9/7/2020,23,Tap Mun,15,4,7,8,31,12,4
9/7/2020,24,Tap Mun,13,5,8,9,24,11,4
10/7/2020,1,Tap Mun,12,6,8,9,23,13,4
10/7/2020,2,Tap Mun,13,4,8,9,19,11,4
10/7/2020,3,Tap Mun,13,4,7,7,14,9,5
10/7/2020,4,Tap Mun,14,2,5,6,18,7,4
10/7/2020,5,Tap Mun,13,3,4,5,27,9,4
10/7/2020,6,Tap Mun,14,3,4,5,25,9,4
10/7/2020,7,Tap Mun,13,4,5,6,20,10,4
10/7/2020,8,Tap Mun,13,7,6,8,22,12,4
10/7/2020,9,Tap Mun,12,8,5,8,30,14,4
10/7/2020,10,Tap Mun,13,5,3,6,35,12,4
10/7/2020,11,Tap Mun,13,6,4,6,38,13,4
10/7/2020,12,Tap Mun,11,5,4,5,44,11,4
10/7/2020,13,Tap Mun,15,4,5,6,46,11,4
10/7/2020,14,Tap Mun,12,4,4,5,47,10,3
10/7/2020,15,Tap Mun,12,6,4,5,43,12,3
10/7/2020,16,Tap Mun,12,5,4,5,41,11,5
10/7/2020,17,Tap Mun,13,7,4,5,41,13,4
10/7/2020,18,Tap Mun,15,5,4,5,38,11,4
10/7/2020,19,Tap Mun,12,5,7,8,34,11,4
10/7/2020,20,Tap Mun,12,3,6,7,31,10,2
10/7/2020,21,Tap Mun,13,4,5,6,31,11,3
10/7/2020,22,Tap Mun,14,5,8,8,30,11,3
10/7/2020,23,Tap Mun,12,5,5,6,35,12,3
10/7/2020,24,Tap Mun,12,4,7,8,33,12,3
11/7/2020,1,Tap Mun,N.A.,6,N.A.,N.A.,N.A.,12,N.A.
11/7/2020,2,Tap Mun,13,6,10,10,29,12,4
11/7/2020,3,Tap Mun,12,4,6,7,30,10,3
11/7/2020,4,Tap Mun,14,5,6,6,28,11,3
11/7/2020,5,Tap Mun,12,4,5,6,28,9,4
11/7/2020,6,Tap Mun,13,5,4,5,31,10,4
11/7/2020,7,Tap Mun,13,2,4,5,31,7,2
11/7/2020,8,Tap Mun,12,4,3,5,32,8,2
11/7/2020,9,Tap Mun,14,2,4,6,38,7,4
11/7/2020,10,Tap Mun,12,2,4,5,46,7,4
11/7/2020,11,Tap Mun,13,8,5,6,52,13,3
11/7/2020,12,Tap Mun,14,7,5,6,56,15,2
11/7/2020,13,Tap Mun,14,7,5,6,62,13,4
11/7/2020,14,Tap Mun,13,4,4,5,59,9,3
11/7/2020,15,Tap Mun,12,6,4,5,54,11,3
11/7/2020,16,Tap Mun,13,4,4,5,55,9,4
11/7/2020,17,Tap Mun,13,4,4,5,53,10,3
11/7/2020,18,Tap Mun,12,4,4,5,47,10,3
11/7/2020,19,Tap Mun,13,5,6,7,47,10,3
11/7/2020,20,Tap Mun,15,6,10,11,38,11,4
11/7/2020,21,Tap Mun,14,6,9,10,33,11,4
11/7/2020,22,Tap Mun,13,6,8,9,30,10,4
11/7/2020,23,Tap Mun,16,4,8,9,24,8,3
11/7/2020,24,Tap Mun,15,3,7,7,21,6,3
12/7/2020,1,Tap Mun,14,5,7,8,17,8,3
12/7/2020,2,Tap Mun,13,3,7,8,17,6,3
12/7/2020,3,Tap Mun,13,6,12,13,18,8,3
12/7/2020,4,Tap Mun,13,8,20,21,19,11,3
12/7/2020,5,Tap Mun,12,3,14,14,20,7,3
12/7/2020,6,Tap Mun,12,0,7,8,18,2,4
12/7/2020,7,Tap Mun,12,0,6,7,23,2,3
12/7/2020,8,Tap Mun,12,2,7,9,29,5,3
12/7/2020,9,Tap Mun,12,5,8,13,33,8,3
12/7/2020,10,Tap Mun,12,5,11,20,31,8,3
12/7/2020,11,Tap Mun,17,7,12,20,34,11,5
12/7/2020,12,Tap Mun,16,6,11,18,36,12,5
12/7/2020,13,Tap Mun,14,7,13,22,32,11,5
12/7/2020,14,Tap Mun,14,7,6,8,62,12,4
12/7/2020,15,Tap Mun,11,7,5,6,68,10,4
12/7/2020,16,Tap Mun,12,5,5,7,69,9,5
12/7/2020,17,Tap Mun,14,4,7,9,61,8,5
12/7/2020,18,Tap Mun,14,5,7,10,50,9,4
12/7/2020,19,Tap Mun,13,4,10,11,50,8,4
12/7/2020,20,Tap Mun,13,4,7,8,47,7,4
12/7/2020,21,Tap Mun,13,2,5,5,38,5,2
12/7/2020,22,Tap Mun,10,1,8,8,29,3,4
12/7/2020,23,Tap Mun,11,2,8,9,19,3,4
12/7/2020,24,Tap Mun,10,N.A.,8,9,14,N.A.,4
13/7/2020,1,Tap Mun,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
13/7/2020,2,Tap Mun,13,1,11,11,13,2,5
13/7/2020,3,Tap Mun,13,1,12,14,8,2,4
13/7/2020,4,Tap Mun,14,5,11,14,6,5,3
13/7/2020,5,Tap Mun,14,4,12,14,5,5,3
13/7/2020,6,Tap Mun,14,1,9,11,6,2,3
13/7/2020,7,Tap Mun,17,6,9,14,10,7,3
13/7/2020,8,Tap Mun,11,5,9,13,23,6,3
13/7/2020,9,Tap Mun,12,4,12,22,23,6,4
13/7/2020,10,Tap Mun,12,4,17,35,25,6,6
13/7/2020,11,Tap Mun,11,4,7,10,46,6,4
13/7/2020,12,Tap Mun,12,3,8,11,46,5,4
13/7/2020,13,Tap Mun,13,3,10,15,48,5,5
13/7/2020,14,Tap Mun,13,3,11,13,65,5,5
13/7/2020,15,Tap Mun,14,2,10,12,76,5,5
13/7/2020,16,Tap Mun,15,6,13,16,75,9,5
13/7/2020,17,Tap Mun,14,4,15,18,68,10,5
13/7/2020,18,Tap Mun,21,5,25,34,38,9,5
13/7/2020,19,Tap Mun,19,7,25,30,33,11,5
13/7/2020,20,Tap Mun,17,5,21,22,30,8,4
13/7/2020,21,Tap Mun,17,3,20,21,26,6,5
13/7/2020,22,Tap Mun,19,2,27,28,15,4,5
13/7/2020,23,Tap Mun,21,3,26,28,8,5,4
13/7/2020,24,Tap Mun,19,2,24,27,5,5,4
14/7/2020,1,Tap Mun,18,2,20,25,4,4,3
14/7/2020,2,Tap Mun,17,3,16,19,5,4,3
14/7/2020,3,Tap Mun,17,5,17,19,9,6,6
14/7/2020,4,Tap Mun,14,5,16,17,14,6,5
14/7/2020,5,Tap Mun,15,3,15,15,16,5,4
14/7/2020,6,Tap Mun,17,4,14,15,8,5,4
14/7/2020,7,Tap Mun,17,2,12,16,12,3,4
14/7/2020,8,Tap Mun,20,2,14,21,20,3,5
14/7/2020,9,Tap Mun,25,5,11,18,28,8,6
14/7/2020,10,Tap Mun,27,5,12,19,40,8,3
14/7/2020,11,Tap Mun,26,8,14,18,58,12,4
14/7/2020,12,Tap Mun,23,8,16,23,60,14,5
14/7/2020,13,Tap Mun,23,5,13,16,93,10,6
14/7/2020,14,Tap Mun,25,6,12,14,115,11,7
14/7/2020,15,Tap Mun,28,8,15,16,130,13,8
14/7/2020,16,Tap Mun,27,12,16,17,153,18,7
14/7/2020,17,Tap Mun,28,13,22,24,144,20,7
14/7/2020,18,Tap Mun,28,15,24,26,124,23,5
14/7/2020,19,Tap Mun,27,14,25,26,117,23,6
14/7/2020,20,Tap Mun,27,10,23,24,95,18,6
14/7/2020,21,Tap Mun,26,9,38,39,47,15,6
14/7/2020,22,Tap Mun,27,7,38,39,30,12,6
14/7/2020,23,Tap Mun,24,8,29,30,31,13,5
14/7/2020,24,Tap Mun,23,6,24,25,23,10,4
15/7/2020,1,Tap Mun,N.A.,5,N.A.,N.A.,N.A.,9,N.A.
15/7/2020,2,Tap Mun,N.A.,6,N.A.,N.A.,N.A.,8,N.A.
15/7/2020,3,Tap Mun,13,5,12,13,24,7,5
15/7/2020,4,Tap Mun,13,4,9,10,24,5,5
15/7/2020,5,Tap Mun,13,3,9,10,26,4,6
15/7/2020,6,Tap Mun,13,3,8,9,20,4,5
15/7/2020,7,Tap Mun,18,4,9,10,16,5,4
15/7/2020,8,Tap Mun,19,1,11,17,23,3,5
15/7/2020,9,Tap Mun,17,4,11,18,32,5,5
15/7/2020,10,Tap Mun,27,4,12,18,44,7,6
15/7/2020,11,Tap Mun,22,6,10,14,53,10,6
15/7/2020,12,Tap Mun,18,7,8,11,62,9,5
15/7/2020,13,Tap Mun,22,7,12,15,73,10,5
15/7/2020,14,Tap Mun,22,9,9,10,104,12,6
15/7/2020,15,Tap Mun,N.A.,6,N.A.,N.A.,N.A.,10,N.A.
15/7/2020,16,Tap Mun,21,7,10,11,85,14,6
15/7/2020,17,Tap Mun,17,5,16,20,50,10,6
15/7/2020,18,Tap Mun,18,4,18,22,37,8,6
15/7/2020,19,Tap Mun,17,4,17,18,32,7,5
15/7/2020,20,Tap Mun,16,2,16,17,29,4,7
15/7/2020,21,Tap Mun,17,2,21,21,22,5,5
15/7/2020,22,Tap Mun,17,2,23,24,19,5,5
15/7/2020,23,Tap Mun,16,3,13,14,21,5,4
15/7/2020,24,Tap Mun,16,4,11,12,30,5,4
16/7/2020,1,Tap Mun,16,3,11,12,27,5,4
16/7/2020,2,Tap Mun,17,3,10,11,23,4,5
16/7/2020,3,Tap Mun,16,2,10,11,24,3,5
16/7/2020,4,Tap Mun,14,4,9,10,18,5,4
16/7/2020,5,Tap Mun,13,1,8,9,18,2,4
16/7/2020,6,Tap Mun,14,2,7,8,16,4,4
16/7/2020,7,Tap Mun,14,2,6,7,17,3,3
16/7/2020,8,Tap Mun,16,1,7,9,25,3,3
16/7/2020,9,Tap Mun,14,2,6,9,34,3,3
16/7/2020,10,Tap Mun,16,4,6,9,41,5,4
16/7/2020,11,Tap Mun,12,3,10,14,42,4,5
16/7/2020,12,Tap Mun,15,2,10,13,48,4,4
16/7/2020,13,Tap Mun,13,5,7,8,58,8,5
16/7/2020,14,Tap Mun,12,3,7,9,61,6,5
16/7/2020,15,Tap Mun,13,5,11,14,49,8,5
16/7/2020,16,Tap Mun,12,7,8,10,50,10,5
16/7/2020,17,Tap Mun,14,4,11,14,44,6,5
16/7/2020,18,Tap Mun,15,4,14,18,36,7,6
16/7/2020,19,Tap Mun,17,1,12,14,39,4,5
16/7/2020,20,Tap Mun,16,2,11,11,34,5,5
16/7/2020,21,Tap Mun,16,5,9,10,30,7,4
16/7/2020,22,Tap Mun,16,3,11,12,28,5,4
16/7/2020,23,Tap Mun,17,1,9,10,22,3,4
16/7/2020,24,Tap Mun,12,2,24,25,11,4,5
17/7/2020,1,Tap Mun,N.A.,5,N.A.,N.A.,N.A.,7,N.A.
17/7/2020,2,Tap Mun,16,2,12,14,10,3,6
17/7/2020,3,Tap Mun,14,3,9,11,15,4,4
17/7/2020,4,Tap Mun,11,5,4,5,26,17,4
17/7/2020,5,Tap Mun,13,2,5,6,15,9,4
17/7/2020,6,Tap Mun,13,2,6,7,11,6,4
17/7/2020,7,Tap Mun,14,1,7,9,14,4,3
17/7/2020,8,Tap Mun,16,1,8,13,16,3,4
17/7/2020,9,Tap Mun,16,1,8,13,20,3,3
17/7/2020,10,Tap Mun,13,3,7,12,25,5,3
17/7/2020,11,Tap Mun,16,2,11,21,27,4,4
17/7/2020,12,Tap Mun,16,6,12,19,34,9,5
17/7/2020,13,Tap Mun,17,3,10,16,37,6,4
17/7/2020,14,Tap Mun,14,2,9,13,41,5,3
17/7/2020,15,Tap Mun,12,2,7,10,44,5,4
17/7/2020,16,Tap Mun,13,2,11,15,39,5,4
17/7/2020,17,Tap Mun,16,5,12,16,41,7,5
17/7/2020,18,Tap Mun,16,3,12,14,39,6,5
17/7/2020,19,Tap Mun,17,4,12,15,31,7,5
17/7/2020,20,Tap Mun,16,4,12,13,29,7,5
17/7/2020,21,Tap Mun,13,1,10,11,30,3,4
17/7/2020,22,Tap Mun,13,1,8,9,30,4,4
17/7/2020,23,Tap Mun,12,1,9,10,25,3,4
17/7/2020,24,Tap Mun,12,4,7,8,23,5,5
18/7/2020,1,Tap Mun,13,2,7,7,25,3,5
18/7/2020,2,Tap Mun,13,2,7,7,24,4,4
18/7/2020,3,Tap Mun,13,2,8,9,23,4,4
18/7/2020,4,Tap Mun,14,3,6,7,14,5,4
18/7/2020,5,Tap Mun,14,2,5,6,13,4,3
18/7/2020,6,Tap Mun,14,2,5,7,8,5,4
18/7/2020,7,Tap Mun,14,3,5,7,12,6,4
18/7/2020,8,Tap Mun,15,2,7,10,24,4,4
18/7/2020,9,Tap Mun,13,3,8,11,28,3,4
18/7/2020,10,Tap Mun,14,5,9,14,32,7,6
18/7/2020,11,Tap Mun,15,3,9,14,34,5,6
18/7/2020,12,Tap Mun,13,2,10,14,47,3,6
18/7/2020,13,Tap Mun,12,2,13,18,45,5,5
18/7/2020,14,Tap Mun,11,3,11,15,49,5,6
18/7/2020,15,Tap Mun,12,3,11,15,51,5,5
18/7/2020,16,Tap Mun,13,3,11,14,51,5,5
18/7/2020,17,Tap Mun,14,4,9,12,51,6,5
18/7/2020,18,Tap Mun,14,5,8,9,47,7,5
18/7/2020,19,Tap Mun,12,4,10,11,37,5,5
18/7/2020,20,Tap Mun,14,3,11,11,32,5,4
18/7/2020,21,Tap Mun,13,4,12,13,33,6,5
18/7/2020,22,Tap Mun,13,3,7,8,35,4,4
18/7/2020,23,Tap Mun,14,3,8,8,30,3,4
18/7/2020,24,Tap Mun,13,2,8,9,21,2,4
